Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
D|F+L*K+|D*D*B+|KE+|AEF+,A B D E F K L,S10 S8 S6 S5 S4,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --A--> S1 | S11 --B--> S6 | S11 --D--> S10 | S11 --F--> S7 | S11 --K--> S0 | S10 --B--> S6 | S10 --D--> S9 | S7 --F--> S7 | S7 --K--> S8 | S7 --L--> S3 | S3 --K--> S8 | S3 --L--> S3 | S8 --K--> S8 | S9 --B--> S6 | S9 --D--> S9 | S6 --B--> S6 | S0 --E--> S5 | S5 --E--> S5 | S1 --E--> S2 | S2 --F--> S4 | S4 --F--> S4,
[JHKG]+,G H J K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --H--> S3 | S3 --K--> S4 | S4 --G--> S5 | S5 --]--> S6 | S6 --]--> S6,
[BIJKC]*,B C I J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --I--> S3 | S3 --J--> S4 | S4 --K--> S5 | S5 --C--> S7 | S7 --]--> S6 | S6 --]--> S6,
[AEKJLC]*,A C E J K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --A--> S2 | S2 --E--> S3 | S3 --K--> S4 | S4 --J--> S5 | S5 --L--> S6 | S6 --C--> S8 | S8 --]--> S7 | S7 --]--> S7,
G+|H*C|G+J*,C G H J,S4 S0 S2,S0 S1 S2 S3 S4,S4 --G--> S4 | S4 --J--> S2 | S3 --C--> S0 | S3 --G--> S4 | S3 --H--> S1 | S1 --C--> S0 | S1 --H--> S1 | S2 --J--> S2,
F+B*E*|C*I+H+C+,B C E F H I,S7 S6 S0 S4,S0 S1 S2 S3 S4 S5 S6 S7,S7 --B--> S6 | S7 --E--> S0 | S7 --F--> S7 | S5 --C--> S1 | S5 --F--> S7 | S5 --I--> S2 | S6 --B--> S6 | S6 --E--> S0 | S0 --E--> S0 | S1 --C--> S1 | S1 --I--> S2 | S2 --H--> S3 | S2 --I--> S2 | S3 --C--> S4 | S3 --H--> S3 | S4 --C--> S4,
[IKJA],A I J K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --J--> S5 | S5 --A--> S6 | S6 --]--> S1,
[ELAG]*,A E G L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --E--> S2 | S2 --L--> S3 | S3 --A--> S4 | S4 --G--> S6 | S6 --]--> S5 | S5 --]--> S5,
[LKBDGF],B D F G K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --B--> S5 | S5 --D--> S6 | S6 --G--> S7 | S7 --F--> S8 | S8 --]--> S1,
[FEAHB]+,A B E F H [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --E--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
[CDK],C D K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --K--> S5 | S5 --]--> S1,
[EIG]*,E G I [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --I--> S3 | S3 --G--> S5 | S5 --]--> S4 | S4 --]--> S4,
[ILGDJ],D G I J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --L--> S4 | S4 --G--> S5 | S5 --D--> S6 | S6 --J--> S7 | S7 --]--> S1,
H*E*|J+K+|JIL,E H I J K L,S6 S7 S2 S4 S1,S0 S1 S2 S3 S4 S5 S6 S7,S6 --E--> S2 | S6 --H--> S6 | S7 --E--> S2 | S7 --H--> S6 | S7 --J--> S5 | S2 --E--> S2 | S3 --J--> S3 | S3 --K--> S4 | S5 --I--> S0 | S5 --J--> S3 | S5 --K--> S4 | S4 --K--> S4 | S0 --L--> S1,
DH*|H*D*,D H,S4 S3 S0 S2 S1,S0 S1 S2 S3 S4,S4 --D--> S3 | S4 --H--> S2 | S3 --D--> S1 | S3 --H--> S0 | S0 --H--> S0 | S2 --D--> S1 | S2 --H--> S2 | S1 --D--> S1,
EIC,C E I,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --I--> S3 | S3 --C--> S1,
B*F+C*J|L+H*B+|LL,B C F H J L,S0 S9 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S1 --B--> S1 | S1 --F--> S6 | S5 --B--> S1 | S5 --F--> S6 | S5 --L--> S8 | S6 --C--> S2 | S6 --F--> S6 | S6 --J--> S0 | S2 --C--> S2 | S2 --J--> S0 | S7 --B--> S4 | S7 --H--> S3 | S7 --L--> S7 | S8 --B--> S4 | S8 --H--> S3 | S8 --L--> S9 | S9 --B--> S4 | S9 --H--> S3 | S9 --L--> S7 | S3 --B--> S4 | S3 --H--> S3 | S4 --B--> S4,
[BAJHDC],A B C D H J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --B--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --H--> S6 | S6 --D--> S7 | S7 --C--> S8 | S8 --]--> S1,
[ELJ],E J L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --E--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --]--> S1,
[KLCHJE],C E H J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --C--> S5 | S5 --H--> S6 | S6 --J--> S7 | S7 --E--> S8 | S8 --]--> S1,
[LHC],C H L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --L--> S3 | S3 --H--> S4 | S4 --C--> S5 | S5 --]--> S1,
CF*|EG*E*K|H,C E F G H K,S5 S4 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S3 --C--> S5 | S3 --E--> S7 | S3 --H--> S0 | S5 --F--> S4 | S4 --F--> S4 | S7 --E--> S2 | S7 --G--> S6 | S7 --K--> S1 | S6 --E--> S2 | S6 --G--> S6 | S6 --K--> S1 | S2 --E--> S2 | S2 --K--> S1,
K+D|JH|D*B+J*,B D H J K,S1 S2 S7 S4,S0 S1 S2 S3 S4 S5 S6 S7,S5 --D--> S1 | S5 --K--> S5 | S6 --B--> S7 | S6 --D--> S3 | S6 --J--> S0 | S6 --K--> S5 | S0 --H--> S2 | S3 --B--> S7 | S3 --D--> S3 | S7 --B--> S7 | S7 --J--> S4 | S4 --J--> S4,
[JEHBF]*,B E F H J [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --J--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --B--> S5 | S5 --F--> S7 | S7 --]--> S6 | S6 --]--> S6,
[FHJ]+,F H J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --H--> S3 | S3 --J--> S4 | S4 --]--> S5 | S5 --]--> S5,
[AHGD]+,A D G H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --H--> S3 | S3 --G--> S4 | S4 --D--> S5 | S5 --]--> S6 | S6 --]--> S6,
[CDHF]+,C D F H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --D--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --]--> S6 | S6 --]--> S6,
[IHJF],F H I J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --I--> S3 | S3 --H--> S4 | S4 --J--> S5 | S5 --F--> S6 | S6 --]--> S1,
[HFBKID]+,B D F H I K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --I--> S6 | S6 --D--> S7 | S7 --]--> S8 | S8 --]--> S8,
D*C*K+I*A,A C D I K,S0,S0 S1 S2 S3 S4 S5,S3 --C--> S1 | S3 --D--> S3 | S3 --K--> S5 | S4 --C--> S1 | S4 --D--> S3 | S4 --K--> S5 | S1 --C--> S1 | S1 --K--> S5 | S5 --A--> S0 | S5 --I--> S2 | S5 --K--> S5 | S2 --A--> S0 | S2 --I--> S2,
[LFDHB]*,B D F H L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --H--> S5 | S5 --B--> S7 | S7 --]--> S6 | S6 --]--> S6,
[ABCEK]+,A B C E K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --B--> S3 | S3 --C--> S4 | S4 --E--> S5 | S5 --K--> S6 | S6 --]--> S7 | S7 --]--> S7,
[FGBLJ]*,B F G J L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --L--> S5 | S5 --J--> S7 | S7 --]--> S6 | S6 --]--> S6,
[BEFA]*,A B E F [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --E--> S3 | S3 --F--> S4 | S4 --A--> S6 | S6 --]--> S5 | S5 --]--> S5,
A*H*F+|C*D+L,A C D F H L,S3 S0,S0 S1 S2 S3 S4 S5 S6,S5 --A--> S5 | S5 --F--> S3 | S5 --H--> S1 | S6 --A--> S5 | S6 --C--> S2 | S6 --D--> S4 | S6 --F--> S3 | S6 --H--> S1 | S1 --F--> S3 | S1 --H--> S1 | S3 --F--> S3 | S2 --C--> S2 | S2 --D--> S4 | S4 --D--> S4 | S4 --L--> S0,
KE+|I+DF*K*|I,D E F I K,S4 S5 S7 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7,S1 --I--> S5 | S1 --K--> S0 | S0 --E--> S4 | S4 --E--> S4 | S2 --D--> S7 | S2 --I--> S2 | S5 --D--> S7 | S5 --I--> S2 | S7 --F--> S6 | S7 --K--> S3 | S6 --F--> S6 | S6 --K--> S3 | S3 --K--> S3,
[DHE]*,D E H [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --H--> S3 | S3 --E--> S5 | S5 --]--> S4 | S4 --]--> S4,
[IGAHK]*,A G H I K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --G--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --K--> S7 | S7 --]--> S6 | S6 --]--> S6,
FGJCB,B C F G J,S1,S0 S1 S2 S3 S4 S5,S0 --F--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --C--> S5 | S5 --B--> S1,
JJ*C*D|B+G+B*,B C D G J,S0 S7 S3,S0 S1 S2 S3 S4 S5 S6 S7,S1 --B--> S4 | S1 --J--> S6 | S6 --C--> S2 | S6 --D--> S0 | S6 --J--> S5 | S5 --C--> S2 | S5 --D--> S0 | S5 --J--> S5 | S2 --C--> S2 | S2 --D--> S0 | S4 --B--> S4 | S4 --G--> S7 | S7 --B--> S3 | S7 --G--> S7 | S3 --B--> S3,
[JCHLIB]*,B C H I J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --J--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --L--> S5 | S5 --I--> S6 | S6 --B--> S8 | S8 --]--> S7 | S7 --]--> S7,
A|I*E*I*|L*BA*|D*J*K,A B D E I J K L,S10 S1 S9 S8 S5 S6 S4 S0,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S10 --A--> S1 | S10 --B--> S6 | S10 --D--> S7 | S10 --E--> S8 | S10 --I--> S9 | S10 --J--> S3 | S10 --K--> S0 | S10 --L--> S2 | S9 --E--> S8 | S9 --I--> S9 | S8 --E--> S8 | S8 --I--> S5 | S5 --I--> S5 | S2 --B--> S6 | S2 --L--> S2 | S6 --A--> S4 | S4 --A--> S4 | S7 --D--> S7 | S7 --J--> S3 | S7 --K--> S0 | S3 --J--> S3 | S3 --K--> S0,
[CGBDIE]*,B C D E G I [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --C--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --D--> S5 | S5 --I--> S6 | S6 --E--> S8 | S8 --]--> S7 | S7 --]--> S7,
[HJD]*,D H J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --J--> S3 | S3 --D--> S5 | S5 --]--> S4 | S4 --]--> S4,
G*G+|CF*CD*H+,C D F G H,S6 S4,S0 S1 S2 S3 S4 S5 S6,S6 --G--> S6 | S5 --C--> S2 | S5 --G--> S6 | S2 --C--> S3 | S2 --F--> S0 | S0 --C--> S3 | S0 --F--> S0 | S3 --D--> S1 | S3 --H--> S4 | S1 --D--> S1 | S1 --H--> S4 | S4 --H--> S4,
BL*CF+|F*E+|BI*,B C E F I L,S7 S4 S5 S3,S0 S1 S2 S3 S4 S5 S6 S7,S6 --B--> S7 | S6 --E--> S5 | S6 --F--> S2 | S7 --C--> S0 | S7 --I--> S3 | S7 --L--> S1 | S1 --C--> S0 | S1 --L--> S1 | S0 --F--> S4 | S4 --F--> S4 | S2 --E--> S5 | S2 --F--> S2 | S5 --E--> S5 | S3 --I--> S3,
[FLJ]+,F J L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --L--> S3 | S3 --J--> S4 | S4 --]--> S5 | S5 --]--> S5,
K+|F+C+|A*F*,A C F K,S1 S5 S4 S2 S3 S0,S0 S1 S2 S3 S4 S5,S1 --K--> S1 | S5 --A--> S3 | S5 --F--> S4 | S5 --K--> S1 | S4 --C--> S2 | S4 --F--> S4 | S2 --C--> S2 | S3 --A--> S3 | S3 --F--> S0 | S0 --F--> S0,
J*KH+|E+I|H+I*|J,E H I J K,S5 S6 S2 S7 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --J--> S1 | S1 --K--> S0 | S5 --J--> S1 | S5 --K--> S0 | S8 --E--> S3 | S8 --H--> S7 | S8 --J--> S5 | S8 --K--> S0 | S0 --H--> S6 | S6 --H--> S6 | S3 --E--> S3 | S3 --I--> S2 | S7 --H--> S7 | S7 --I--> S4 | S4 --I--> S4,
[JAL],A J L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --J--> S3 | S3 --A--> S4 | S4 --L--> S5 | S5 --]--> S1,
[FGK]+,F G K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --G--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
H+AH|E*F*|G*B,A B E F G H,S7 S2 S6 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7,S4 --A--> S0 | S4 --H--> S4 | S7 --B--> S1 | S7 --E--> S6 | S7 --F--> S5 | S7 --G--> S3 | S7 --H--> S4 | S0 --H--> S2 | S6 --E--> S6 | S6 --F--> S5 | S5 --F--> S5 | S3 --B--> S1 | S3 --G--> S3,
[CAB]+,A B C [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --C--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --]--> S5 | S5 --]--> S5,
K+G+B+K+E*D*,B D E G K,S6 S5 S1,S0 S1 S2 S3 S4 S5 S6,S0 --K--> S2 | S2 --G--> S3 | S2 --K--> S2 | S3 --B--> S4 | S3 --G--> S3 | S4 --B--> S4 | S4 --K--> S6 | S6 --D--> S1 | S6 --E--> S5 | S6 --K--> S6 | S5 --D--> S1 | S5 --E--> S5 | S1 --D--> S1,
[FBJCIE],B C E F I J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --J--> S5 | S5 --C--> S6 | S6 --I--> S7 | S7 --E--> S8 | S8 --]--> S1,
[FABK]+,A B F K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --]--> S6 | S6 --]--> S6,
[JFC],C F J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --J--> S3 | S3 --F--> S4 | S4 --C--> S5 | S5 --]--> S1,
[ADEIK],A D E I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --A--> S3 | S3 --D--> S4 | S4 --E--> S5 | S5 --I--> S6 | S6 --K--> S7 | S7 --]--> S1,
[AJHD],A D H J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --A--> S3 | S3 --J--> S4 | S4 --H--> S5 | S5 --D--> S6 | S6 --]--> S1,
[LICA],A C I L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --L--> S3 | S3 --I--> S4 | S4 --C--> S5 | S5 --A--> S6 | S6 --]--> S1,
F*A*E*|I*,A E F I,S3 S4 S2 S0 S1,S0 S1 S2 S3 S4,S3 --A--> S2 | S3 --E--> S0 | S3 --F--> S3 | S4 --A--> S2 | S4 --E--> S0 | S4 --F--> S3 | S4 --I--> S1 | S2 --A--> S2 | S2 --E--> S0 | S0 --E--> S0 | S1 --I--> S1,
[IJDAK]*,A D I J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --J--> S3 | S3 --D--> S4 | S4 --A--> S5 | S5 --K--> S7 | S7 --]--> S6 | S6 --]--> S6,
[FKCBDL]+,B C D F K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --B--> S5 | S5 --D--> S6 | S6 --L--> S7 | S7 --]--> S8 | S8 --]--> S8,
[BJFK],B F J K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --B--> S3 | S3 --J--> S4 | S4 --F--> S5 | S5 --K--> S6 | S6 --]--> S1,
[HAJCG],A C G H J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --H--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --C--> S6 | S6 --G--> S7 | S7 --]--> S1,
[JHC],C H J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --J--> S3 | S3 --H--> S4 | S4 --C--> S5 | S5 --]--> S1,
[JAHKI]+,A H I J K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --J--> S2 | S2 --A--> S3 | S3 --H--> S4 | S4 --K--> S5 | S5 --I--> S6 | S6 --]--> S7 | S7 --]--> S7,
[IBKLE],B E I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --B--> S4 | S4 --K--> S5 | S5 --L--> S6 | S6 --E--> S7 | S7 --]--> S1,
KFL*,F K L,S3 S2,S0 S1 S2 S3,S0 --K--> S1 | S1 --F--> S3 | S3 --L--> S2 | S2 --L--> S2,
[HFDCI]*,C D F H I [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --C--> S5 | S5 --I--> S7 | S7 --]--> S6 | S6 --]--> S6,
D+|GIK+|I*,D G I K,S3 S5 S4 S2,S0 S1 S2 S3 S4 S5,S3 --D--> S3 | S5 --D--> S3 | S5 --G--> S0 | S5 --I--> S2 | S0 --I--> S1 | S1 --K--> S4 | S4 --K--> S4 | S2 --I--> S2,
G|J*I+C+,C G I J,S0 S3,S0 S1 S2 S3 S4,S4 --G--> S0 | S4 --I--> S2 | S4 --J--> S1 | S1 --I--> S2 | S1 --J--> S1 | S2 --C--> S3 | S2 --I--> S2 | S3 --C--> S3,
F+|CB+F*E+B+H*AI*|F+,A B C E F H I,S9 S6 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --F--> S9 | S3 --C--> S0 | S3 --F--> S9 | S0 --B--> S7 | S7 --B--> S7 | S7 --E--> S4 | S7 --F--> S1 | S1 --E--> S4 | S1 --F--> S1 | S4 --B--> S8 | S4 --E--> S4 | S8 --A--> S6 | S8 --B--> S8 | S8 --H--> S2 | S2 --A--> S6 | S2 --H--> S2 | S6 --I--> S5 | S5 --I--> S5,
F*K*F+,F K,S3 S1,S0 S1 S2 S3,S3 --F--> S3 | S3 --K--> S0 | S2 --F--> S3 | S2 --K--> S0 | S0 --F--> S1 | S0 --K--> S0 | S1 --F--> S1,
L+I*I+L+K+,I K L,S1,S0 S1 S2 S3 S4,S0 --L--> S3 | S3 --I--> S4 | S3 --L--> S3 | S4 --I--> S4 | S4 --L--> S2 | S2 --K--> S1 | S2 --L--> S2 | S1 --K--> S1,
[BJEIC]*,B C E I J [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --J--> S3 | S3 --E--> S4 | S4 --I--> S5 | S5 --C--> S7 | S7 --]--> S6 | S6 --]--> S6,
[FJL],F J L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --F--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --]--> S1,
D*DFL*F+,D F L,S2,S0 S1 S2 S3 S4,S4 --D--> S4 | S4 --F--> S3 | S0 --D--> S4 | S3 --F--> S2 | S3 --L--> S1 | S1 --F--> S2 | S1 --L--> S1 | S2 --F--> S2,
[JHFE]*,E F H J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --E--> S6 | S6 --]--> S5 | S5 --]--> S5,
E*AD+A+,A D E,S3,S0 S1 S2 S3 S4,S1 --A--> S0 | S1 --E--> S1 | S2 --A--> S0 | S2 --E--> S1 | S0 --D--> S4 | S4 --A--> S3 | S4 --D--> S4 | S3 --A--> S3,
[LFJH]+,F H J L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --F--> S3 | S3 --J--> S4 | S4 --H--> S5 | S5 --]--> S6 | S6 --]--> S6,
[CGIDAH]+,A C D G H I [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --C--> S2 | S2 --G--> S3 | S3 --I--> S4 | S4 --D--> S5 | S5 --A--> S6 | S6 --H--> S7 | S7 --]--> S8 | S8 --]--> S8,
H+I+B+|I+D+D*BD|F,B D F H I,S7 S2 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S3 --H--> S3 | S3 --I--> S5 | S4 --F--> S1 | S4 --H--> S3 | S4 --I--> S6 | S5 --B--> S7 | S5 --I--> S5 | S7 --B--> S7 | S6 --D--> S8 | S6 --I--> S6 | S9 --B--> S0 | S9 --D--> S9 | S8 --B--> S0 | S8 --D--> S9 | S0 --D--> S2,
CGF+|B+G*L+|I+A*,A B C F G I L,S5 S6 S8 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --B--> S7 | S4 --C--> S0 | S4 --I--> S8 | S0 --G--> S1 | S1 --F--> S5 | S5 --F--> S5 | S7 --B--> S7 | S7 --G--> S2 | S7 --L--> S6 | S2 --G--> S2 | S2 --L--> S6 | S6 --L--> S6 | S8 --A--> S3 | S8 --I--> S8 | S3 --A--> S3,
A*CI+|K*I*G,A C G I K,S4 S1,S0 S1 S2 S3 S4 S5 S6,S2 --A--> S2 | S2 --C--> S0 | S6 --A--> S2 | S6 --C--> S0 | S6 --G--> S1 | S6 --I--> S3 | S6 --K--> S5 | S0 --I--> S4 | S4 --I--> S4 | S5 --G--> S1 | S5 --I--> S3 | S5 --K--> S5 | S3 --G--> S1 | S3 --I--> S3,
[AJED]*,A D E J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --J--> S3 | S3 --E--> S4 | S4 --D--> S6 | S6 --]--> S5 | S5 --]--> S5,
[HKL],H K L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --K--> S4 | S4 --L--> S5 | S5 --]--> S1,
[GBHKDC]+,B C D G H K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --B--> S3 | S3 --H--> S4 | S4 --K--> S5 | S5 --D--> S6 | S6 --C--> S7 | S7 --]--> S8 | S8 --]--> S8,
E+JC+|J+H|I+F+L*|K+L,C E F H I J K L,S9 S2 S10 S6 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S3 --E--> S3 | S3 --J--> S0 | S8 --E--> S3 | S8 --I--> S5 | S8 --J--> S4 | S8 --K--> S7 | S0 --C--> S9 | S9 --C--> S9 | S4 --H--> S2 | S4 --J--> S4 | S5 --F--> S10 | S5 --I--> S5 | S10 --F--> S10 | S10 --L--> S6 | S6 --L--> S6 | S7 --K--> S7 | S7 --L--> S1,
[BICH]*,B C H I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --I--> S3 | S3 --C--> S4 | S4 --H--> S6 | S6 --]--> S5 | S5 --]--> S5,
H*A|LE*B|B*,A B E H L,S6 S0 S1 S4,S0 S1 S2 S3 S4 S5 S6,S2 --A--> S0 | S2 --H--> S2 | S6 --A--> S0 | S6 --B--> S4 | S6 --H--> S2 | S6 --L--> S5 | S5 --B--> S1 | S5 --E--> S3 | S3 --B--> S1 | S3 --E--> S3 | S4 --B--> S4,
A+|J*A*A+,A J,S3 S1,S0 S1 S2 S3,S3 --A--> S3 | S2 --A--> S3 | S2 --J--> S0 | S0 --A--> S1 | S0 --J--> S0 | S1 --A--> S1,
[FBHDK],B D F H K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --H--> S5 | S5 --D--> S6 | S6 --K--> S7 | S7 --]--> S1,
[KGF]+,F G K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --K--> S2 | S2 --G--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
[CDAH]+,A C D H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --]--> S6 | S6 --]--> S6,
[KDJF],D F J K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --D--> S4 | S4 --J--> S5 | S5 --F--> S6 | S6 --]--> S1,
[CHFGD],C D F G H [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --G--> S6 | S6 --D--> S7 | S7 --]--> S1,
[IBGD]*,B D G I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --B--> S3 | S3 --G--> S4 | S4 --D--> S6 | S6 --]--> S5 | S5 --]--> S5,
