Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
(CJK*I+AI+|G*)A*,A C G I J K,S8 S7 S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --A--> S2 | S8 --C--> S0 | S8 --G--> S6 | S0 --J--> S4 | S4 --I--> S5 | S4 --K--> S3 | S3 --I--> S5 | S3 --K--> S3 | S5 --A--> S1 | S5 --I--> S5 | S1 --I--> S7 | S7 --A--> S2 | S7 --I--> S7 | S6 --A--> S2 | S6 --G--> S6 | S2 --A--> S2,
(((H)F*K*)A*K)LG|D*,A D F G H K L,S5 S2 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S5 --D--> S4 | S5 --H--> S8 | S8 --A--> S3 | S8 --F--> S7 | S8 --K--> S6 | S7 --A--> S3 | S7 --F--> S7 | S7 --K--> S6 | S6 --A--> S3 | S6 --K--> S6 | S6 --L--> S1 | S3 --A--> S3 | S3 --K--> S0 | S0 --L--> S1 | S1 --G--> S2 | S4 --D--> S4,
F*H|B*AC*J*KHB*,A B C F H J K,S0 S6 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S2 --F--> S2 | S2 --H--> S0 | S9 --A--> S8 | S9 --B--> S3 | S9 --F--> S2 | S9 --H--> S0 | S3 --A--> S8 | S3 --B--> S3 | S8 --C--> S7 | S8 --J--> S4 | S8 --K--> S1 | S7 --C--> S7 | S7 --J--> S4 | S7 --K--> S1 | S4 --J--> S4 | S4 --K--> S1 | S1 --H--> S6 | S6 --B--> S5 | S5 --B--> S5,
C+C+C*F+,C F,S1,S0 S1 S2 S3 S4,S0 --C--> S2 | S2 --C--> S3 | S4 --C--> S4 | S4 --F--> S1 | S3 --C--> S4 | S3 --F--> S1 | S1 --F--> S1,
((EC*L+|I*A+E)C+H*)|(L*),A C E H I L,S9 S8 S3 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S6 | S9 --E--> S5 | S9 --I--> S2 | S9 --L--> S4 | S5 --C--> S1 | S5 --L--> S7 | S1 --C--> S1 | S1 --L--> S7 | S7 --C--> S8 | S7 --L--> S7 | S2 --A--> S6 | S2 --I--> S2 | S6 --A--> S6 | S6 --E--> S0 | S0 --C--> S8 | S8 --C--> S8 | S8 --H--> S3 | S3 --H--> S3 | S4 --L--> S4,
(A+|I*F+CC*)|(J),A C F I J,S4 S5 S3 S0,S0 S1 S2 S3 S4 S5 S6,S4 --A--> S4 | S6 --A--> S4 | S6 --F--> S2 | S6 --I--> S1 | S6 --J--> S0 | S1 --F--> S2 | S1 --I--> S1 | S2 --C--> S5 | S2 --F--> S2 | S5 --C--> S3 | S3 --C--> S3,
(B*C)ALD+E+L,A B C D E L,S0,S0 S1 S2 S3 S4 S5 S6 S7,S4 --B--> S4 | S4 --C--> S1 | S5 --B--> S4 | S5 --C--> S1 | S1 --A--> S2 | S2 --L--> S3 | S3 --D--> S6 | S6 --D--> S6 | S6 --E--> S7 | S7 --E--> S7 | S7 --L--> S0,
(D*)K+|K+B*|A+,A B D K,S5 S3 S1 S2,S0 S1 S2 S3 S4 S5,S0 --D--> S0 | S0 --K--> S3 | S4 --A--> S2 | S4 --D--> S0 | S4 --K--> S5 | S5 --B--> S1 | S5 --K--> S5 | S3 --K--> S3 | S1 --B--> S1 | S2 --A--> S2,
(I+)BB*G*|J+,B G I J,S5 S4 S1 S3,S0 S1 S2 S3 S4 S5,S2 --B--> S5 | S2 --I--> S2 | S0 --I--> S2 | S0 --J--> S3 | S5 --B--> S4 | S5 --G--> S1 | S4 --B--> S4 | S4 --G--> S1 | S1 --G--> S1 | S3 --J--> S3,
((D)J*|KBH+)|(E+),B D E H J K,S5 S3 S6 S4,S0 S1 S2 S3 S4 S5 S6,S2 --D--> S5 | S2 --E--> S4 | S2 --K--> S0 | S5 --J--> S3 | S3 --J--> S3 | S0 --B--> S1 | S1 --H--> S6 | S6 --H--> S6 | S4 --E--> S4,
(B+|GI+|K+F*|C*)|(C*),B C F G I K,S2 S6 S3 S5 S1 S4,S0 S1 S2 S3 S4 S5 S6,S2 --B--> S2 | S6 --B--> S2 | S6 --C--> S4 | S6 --G--> S0 | S6 --K--> S5 | S0 --I--> S3 | S3 --I--> S3 | S5 --F--> S1 | S5 --K--> S5 | S1 --F--> S1 | S4 --C--> S4,
((J|A*)G|GE+|C+A*|J*A*),A C E G J,S9 S8 S6 S3 S0 S4 S7 S2 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S6 | S9 --C--> S7 | S9 --G--> S3 | S9 --J--> S8 | S8 --A--> S1 | S8 --G--> S0 | S8 --J--> S5 | S6 --A--> S6 | S6 --G--> S0 | S3 --E--> S4 | S4 --E--> S4 | S7 --A--> S2 | S7 --C--> S7 | S2 --A--> S2 | S5 --A--> S1 | S5 --J--> S5 | S1 --A--> S1,
((J+I|J+)C+|K)L*F*,C F I J K L,S6 S4 S3 S1,S0 S1 S2 S3 S4 S5 S6,S5 --C--> S6 | S5 --I--> S0 | S5 --J--> S5 | S2 --J--> S5 | S2 --K--> S4 | S0 --C--> S6 | S6 --C--> S6 | S6 --F--> S1 | S6 --L--> S3 | S4 --F--> S1 | S4 --L--> S3 | S3 --F--> S1 | S3 --L--> S3 | S1 --F--> S1,
(A+|F+D+L*EE*K*J*|DG),A D E F G J K L,S6 S10 S9 S8 S5 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S6 --A--> S6 | S3 --A--> S6 | S3 --D--> S0 | S3 --F--> S4 | S4 --D--> S7 | S4 --F--> S4 | S7 --D--> S7 | S7 --E--> S10 | S7 --L--> S2 | S2 --E--> S10 | S2 --L--> S2 | S10 --E--> S9 | S10 --J--> S5 | S10 --K--> S8 | S9 --E--> S9 | S9 --J--> S5 | S9 --K--> S8 | S8 --J--> S5 | S8 --K--> S8 | S5 --J--> S5 | S0 --G--> S1,
((((((L*E|F*H+)I+E+)H+)A|F)J+|B+))|(A+),A B E F H I J L,S9 S10 S7,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S2 --E--> S0 | S2 --L--> S2 | S12 --A--> S7 | S12 --B--> S10 | S12 --E--> S0 | S12 --F--> S11 | S12 --H--> S8 | S12 --L--> S2 | S0 --I--> S4 | S3 --F--> S3 | S3 --H--> S8 | S11 --F--> S3 | S11 --H--> S8 | S11 --J--> S9 | S8 --H--> S8 | S8 --I--> S4 | S4 --E--> S5 | S4 --I--> S4 | S5 --E--> S5 | S5 --H--> S6 | S6 --A--> S1 | S6 --H--> S6 | S1 --J--> S9 | S9 --J--> S9 | S10 --B--> S10 | S7 --A--> S7,
((((C*L*)K*)E*)F+)|(G+),C E F G K L,S1 S2,S0 S1 S2 S3 S4 S5 S6,S5 --C--> S5 | S5 --E--> S0 | S5 --F--> S1 | S5 --K--> S3 | S5 --L--> S4 | S6 --C--> S5 | S6 --E--> S0 | S6 --F--> S1 | S6 --G--> S2 | S6 --K--> S3 | S6 --L--> S4 | S4 --E--> S0 | S4 --F--> S1 | S4 --K--> S3 | S4 --L--> S4 | S3 --E--> S0 | S3 --F--> S1 | S3 --K--> S3 | S0 --E--> S0 | S0 --F--> S1 | S1 --F--> S1 | S2 --G--> S2,
F+|J*E|F+LJ|BH*|H*I,B E F H I J L,S8 S5 S3 S7 S6 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --F--> S8 | S8 --L--> S0 | S9 --B--> S7 | S9 --E--> S5 | S9 --F--> S8 | S9 --H--> S4 | S9 --I--> S1 | S9 --J--> S2 | S2 --E--> S5 | S2 --J--> S2 | S0 --J--> S3 | S7 --H--> S6 | S6 --H--> S6 | S4 --H--> S4 | S4 --I--> S1,
(G*|I*)K*B+L+|H+B+|K*L+C*K*|K*,B C G H I K L,S11 S9 S4 S5 S10 S8 S3,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S6 --B--> S1 | S6 --G--> S6 | S6 --K--> S0 | S11 --B--> S1 | S11 --G--> S6 | S11 --H--> S2 | S11 --I--> S7 | S11 --K--> S9 | S11 --L--> S10 | S7 --B--> S1 | S7 --I--> S7 | S7 --K--> S0 | S0 --B--> S1 | S0 --K--> S0 | S9 --B--> S1 | S9 --K--> S9 | S9 --L--> S10 | S1 --B--> S1 | S1 --L--> S4 | S4 --L--> S4 | S2 --B--> S5 | S2 --H--> S2 | S5 --B--> S5 | S10 --C--> S8 | S10 --K--> S3 | S10 --L--> S10 | S8 --C--> S8 | S8 --K--> S3 | S3 --K--> S3,
((E|E)J+H+|AA|B*I+)|(J*),A B E H I J,S8 S7 S2 S6 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --A--> S0 | S8 --B--> S3 | S8 --E--> S1 | S8 --I--> S6 | S8 --J--> S4 | S1 --J--> S5 | S5 --H--> S7 | S5 --J--> S5 | S7 --H--> S7 | S0 --A--> S2 | S3 --B--> S3 | S3 --I--> S6 | S6 --I--> S6 | S4 --J--> S4,
((L*G*C|F+C|JB*|HI)F),B C F G H I J L,S0,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S8 --C--> S4 | S8 --G--> S3 | S8 --L--> S8 | S10 --C--> S4 | S10 --F--> S5 | S10 --G--> S3 | S10 --H--> S1 | S10 --J--> S9 | S10 --L--> S8 | S3 --C--> S4 | S3 --G--> S3 | S4 --F--> S0 | S5 --C--> S6 | S5 --F--> S5 | S6 --F--> S0 | S9 --B--> S7 | S9 --F--> S0 | S7 --B--> S7 | S7 --F--> S0 | S1 --I--> S2 | S2 --F--> S0,
(((B+)L*E)B*C*A+G)A,A B C E G L,S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --B--> S7 | S7 --B--> S7 | S7 --E--> S8 | S7 --L--> S3 | S3 --E--> S8 | S3 --L--> S3 | S8 --A--> S5 | S8 --B--> S6 | S8 --C--> S4 | S6 --A--> S5 | S6 --B--> S6 | S6 --C--> S4 | S4 --A--> S5 | S4 --C--> S4 | S5 --A--> S5 | S5 --G--> S2 | S2 --A--> S1,
(((I*|A*B*)H*)FG+|E*G+H+)|(F),A B E F G H I,S2 S5 S6,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S7 --F--> S0 | S7 --H--> S1 | S7 --I--> S7 | S10 --A--> S9 | S10 --B--> S8 | S10 --E--> S3 | S10 --F--> S2 | S10 --G--> S4 | S10 --H--> S1 | S10 --I--> S7 | S9 --A--> S9 | S9 --B--> S8 | S9 --F--> S0 | S9 --H--> S1 | S8 --B--> S8 | S8 --F--> S0 | S8 --H--> S1 | S1 --F--> S0 | S1 --H--> S1 | S0 --G--> S5 | S2 --G--> S5 | S5 --G--> S5 | S3 --E--> S3 | S3 --G--> S4 | S4 --G--> S4 | S4 --H--> S6 | S6 --H--> S6,
I*C*|K+H+J*,C H I J K,S3 S5 S0 S4 S1,S0 S1 S2 S3 S4 S5,S3 --C--> S0 | S3 --I--> S3 | S5 --C--> S0 | S5 --I--> S3 | S5 --K--> S2 | S0 --C--> S0 | S2 --H--> S4 | S2 --K--> S2 | S4 --H--> S4 | S4 --J--> S1 | S1 --J--> S1,
(JH*G*E*),E G H J,S4 S3 S2 S1,S0 S1 S2 S3 S4,S0 --J--> S4 | S4 --E--> S1 | S4 --G--> S2 | S4 --H--> S3 | S3 --E--> S1 | S3 --G--> S2 | S3 --H--> S3 | S2 --E--> S1 | S2 --G--> S2 | S1 --E--> S1,
(EK*C+|B*)F*,B C E F K,S5 S4 S3 S0,S0 S1 S2 S3 S4 S5,S5 --B--> S3 | S5 --E--> S2 | S5 --F--> S0 | S2 --C--> S4 | S2 --K--> S1 | S1 --C--> S4 | S1 --K--> S1 | S4 --C--> S4 | S4 --F--> S0 | S3 --B--> S3 | S3 --F--> S0 | S0 --F--> S0,
(IL+H+K*H*H*L+)|(K+),H I K L,S3 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --I--> S0 | S1 --K--> S4 | S0 --L--> S2 | S2 --H--> S7 | S2 --L--> S2 | S8 --H--> S8 | S8 --K--> S6 | S8 --L--> S3 | S7 --H--> S8 | S7 --K--> S6 | S7 --L--> S3 | S6 --H--> S5 | S6 --K--> S6 | S6 --L--> S3 | S5 --H--> S5 | S5 --L--> S3 | S3 --L--> S3 | S4 --K--> S4,
((((G*)L+)KLCG*|F*))|(K*),C F G K L,S8 S7 S5 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S2 --G--> S2 | S2 --L--> S4 | S8 --F--> S6 | S8 --G--> S2 | S8 --K--> S3 | S8 --L--> S4 | S4 --K--> S0 | S4 --L--> S4 | S0 --L--> S1 | S1 --C--> S7 | S7 --G--> S5 | S5 --G--> S5 | S6 --F--> S6 | S3 --K--> S3,
((D*|K*)CE+K+A|A*)|(D),A C D E K,S7 S8 S1 S6,S0 S1 S2 S3 S4 S5 S6 S7 S8,S2 --C--> S0 | S2 --D--> S2 | S7 --C--> S0 | S7 --D--> S2 | S8 --A--> S6 | S8 --C--> S0 | S8 --D--> S7 | S8 --K--> S3 | S3 --C--> S0 | S3 --K--> S3 | S0 --E--> S4 | S4 --E--> S4 | S4 --K--> S5 | S5 --A--> S1 | S5 --K--> S5 | S6 --A--> S6,
(((E+)J*B+E)K+)|(K*),B E J K,S5 S4 S2,S0 S1 S2 S3 S4 S5 S6,S6 --B--> S3 | S6 --E--> S6 | S6 --J--> S1 | S5 --E--> S6 | S5 --K--> S2 | S1 --B--> S3 | S1 --J--> S1 | S3 --B--> S3 | S3 --E--> S0 | S0 --K--> S4 | S4 --K--> S4 | S2 --K--> S2,
(((G+K|L*)E|L))|(A+),A E G K L,S5 S1 S4,S0 S1 S2 S3 S4 S5 S6,S2 --G--> S2 | S2 --K--> S0 | S6 --A--> S4 | S6 --E--> S1 | S6 --G--> S2 | S6 --L--> S5 | S0 --E--> S1 | S3 --E--> S1 | S3 --L--> S3 | S5 --E--> S1 | S5 --L--> S3 | S4 --A--> S4,
(((LL+)E*J|BC+)I+A*|I*)|(C*),A B C E I J L,S10 S9 S5 S6 S4,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S10 --B--> S1 | S10 --C--> S4 | S10 --I--> S6 | S10 --L--> S0 | S0 --L--> S8 | S8 --E--> S3 | S8 --J--> S2 | S8 --L--> S8 | S3 --E--> S3 | S3 --J--> S2 | S2 --I--> S9 | S1 --C--> S7 | S7 --C--> S7 | S7 --I--> S9 | S9 --A--> S5 | S9 --I--> S9 | S5 --A--> S5 | S6 --I--> S6 | S4 --C--> S4,
((H*)B+F+|F*)|(B+),B F H,S5 S4 S3 S2,S0 S1 S2 S3 S4 S5,S0 --B--> S1 | S0 --H--> S0 | S5 --B--> S4 | S5 --F--> S2 | S5 --H--> S0 | S1 --B--> S1 | S1 --F--> S3 | S4 --B--> S4 | S4 --F--> S3 | S3 --F--> S3 | S2 --F--> S2,
(H)D|BL|IC+C+K*,B C D H I K L,S3 S4 S8 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --B--> S1 | S6 --H--> S0 | S6 --I--> S2 | S0 --D--> S3 | S1 --L--> S4 | S2 --C--> S7 | S7 --C--> S8 | S8 --C--> S8 | S8 --K--> S5 | S5 --K--> S5,
(J*G*D*|HHB*|C)F+,B C D F G H J,S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --D--> S3 | S7 --F--> S2 | S7 --G--> S6 | S7 --J--> S7 | S8 --C--> S1 | S8 --D--> S3 | S8 --F--> S2 | S8 --G--> S6 | S8 --H--> S0 | S8 --J--> S7 | S6 --D--> S3 | S6 --F--> S2 | S6 --G--> S6 | S3 --D--> S3 | S3 --F--> S2 | S0 --H--> S5 | S5 --B--> S4 | S5 --F--> S2 | S4 --B--> S4 | S4 --F--> S2 | S1 --F--> S2 | S2 --F--> S2,
(G+|B+E)G*,B E G,S5 S4 S3 S1,S0 S1 S2 S3 S4 S5,S5 --G--> S5 | S4 --G--> S5 | S0 --B--> S2 | S0 --G--> S4 | S2 --B--> S2 | S2 --E--> S3 | S3 --G--> S1 | S1 --G--> S1,
((J*B+J+L*)J+|F)|(J),B F J L,S4 S8 S5 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --B--> S3 | S1 --J--> S1 | S4 --B--> S3 | S4 --J--> S1 | S6 --B--> S3 | S6 --F--> S0 | S6 --J--> S4 | S3 --B--> S3 | S3 --J--> S7 | S7 --J--> S8 | S7 --L--> S2 | S8 --J--> S8 | S8 --L--> S2 | S2 --J--> S5 | S2 --L--> S2 | S5 --J--> S5,
((D+J*J)I)|(C*),C D I J,S2 S0 S1,S0 S1 S2 S3 S4,S4 --D--> S4 | S4 --J--> S3 | S2 --C--> S1 | S2 --D--> S4 | S3 --I--> S0 | S3 --J--> S3 | S1 --C--> S1,
((I*)E*|F*A+AKE*|H*G*)|(C*),A C E F G H I K,S9 S10 S4 S7 S5 S8 S3 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S9 --E--> S4 | S9 --I--> S9 | S10 --A--> S2 | S10 --C--> S1 | S10 --E--> S4 | S10 --F--> S0 | S10 --G--> S3 | S10 --H--> S8 | S10 --I--> S9 | S4 --E--> S4 | S0 --A--> S2 | S0 --F--> S0 | S2 --A--> S6 | S6 --A--> S6 | S6 --K--> S7 | S7 --E--> S5 | S5 --E--> S5 | S8 --G--> S3 | S8 --H--> S8 | S3 --G--> S3 | S1 --C--> S1,
(FL*|D)J,D F J L,S0,S0 S1 S2 S3 S4,S1 --D--> S2 | S1 --F--> S4 | S4 --J--> S0 | S4 --L--> S3 | S3 --J--> S0 | S3 --L--> S3 | S2 --J--> S0,
(((H+|C+)KC*|G)K+I*)K+A*|L,A C G H I K L,S11 S10 S3 S0,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S5 --H--> S5 | S5 --K--> S7 | S8 --C--> S6 | S8 --G--> S1 | S8 --H--> S5 | S8 --L--> S0 | S6 --C--> S6 | S6 --K--> S7 | S7 --C--> S4 | S7 --K--> S9 | S4 --C--> S4 | S4 --K--> S9 | S1 --K--> S9 | S9 --I--> S2 | S9 --K--> S11 | S11 --A--> S3 | S11 --I--> S2 | S11 --K--> S11 | S2 --I--> S2 | S2 --K--> S10 | S10 --A--> S3 | S10 --K--> S10 | S3 --A--> S3,
(((I+)A+D)J*I+I*)|(E*),A D E I J,S5 S7 S6 S1,S0 S1 S2 S3 S4 S5 S6 S7,S2 --A--> S3 | S2 --I--> S2 | S5 --E--> S1 | S5 --I--> S2 | S3 --A--> S3 | S3 --D--> S4 | S4 --I--> S6 | S4 --J--> S0 | S0 --I--> S6 | S0 --J--> S0 | S7 --I--> S7 | S6 --I--> S7 | S1 --E--> S1,
K+FK*,F K,S2 S1,S0 S1 S2 S3,S0 --K--> S3 | S3 --F--> S2 | S3 --K--> S3 | S2 --K--> S1 | S1 --K--> S1,
(L|C+J*)FD*A+|J+E*K,A C D E F J K L,S7 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S4 --C--> S9 | S4 --J--> S8 | S4 --L--> S1 | S1 --F--> S6 | S9 --C--> S9 | S9 --F--> S6 | S9 --J--> S5 | S5 --F--> S6 | S5 --J--> S5 | S6 --A--> S7 | S6 --D--> S2 | S2 --A--> S7 | S2 --D--> S2 | S7 --A--> S7 | S8 --E--> S3 | S8 --J--> S8 | S8 --K--> S0 | S3 --E--> S3 | S3 --K--> S0,
(A+|C)GC+|L+E*CI,A C E G I L,S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --A--> S7 | S7 --G--> S0 | S5 --A--> S7 | S5 --C--> S3 | S5 --L--> S8 | S3 --G--> S0 | S0 --C--> S6 | S6 --C--> S6 | S8 --C--> S1 | S8 --E--> S4 | S8 --L--> S8 | S4 --C--> S1 | S4 --E--> S4 | S1 --I--> S2,
(((A+H*|J+)K*))|(F),A F H J K,S5 S3 S4 S1 S0,S0 S1 S2 S3 S4 S5,S5 --A--> S5 | S5 --H--> S3 | S5 --K--> S1 | S2 --A--> S5 | S2 --F--> S0 | S2 --J--> S4 | S3 --H--> S3 | S3 --K--> S1 | S4 --J--> S4 | S4 --K--> S1 | S1 --K--> S1,
(((C)A|J*)J+C*J*)|(L),A C J L,S9 S8 S7 S6 S4 S3 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --C--> S0 | S5 --J--> S8 | S5 --L--> S1 | S0 --A--> S2 | S2 --J--> S6 | S9 --C--> S4 | S9 --J--> S9 | S8 --C--> S4 | S8 --J--> S9 | S7 --C--> S4 | S7 --J--> S7 | S6 --C--> S4 | S6 --J--> S7 | S4 --C--> S4 | S4 --J--> S3 | S3 --J--> S3,
((((B*)B+)F*HL)L*H+|D*)C+,B C D F H L,S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --B--> S8 | S8 --F--> S1 | S8 --H--> S0 | S7 --B--> S8 | S7 --C--> S3 | S7 --D--> S5 | S1 --F--> S1 | S1 --H--> S0 | S0 --L--> S4 | S4 --H--> S6 | S4 --L--> S2 | S2 --H--> S6 | S2 --L--> S2 | S6 --C--> S3 | S6 --H--> S6 | S5 --C--> S3 | S5 --D--> S5 | S3 --C--> S3,
(C*FJ|IL+G*)J+,C F G I J L,S4,S0 S1 S2 S3 S4 S5 S6 S7,S3 --C--> S3 | S3 --F--> S0 | S6 --C--> S3 | S6 --F--> S0 | S6 --I--> S1 | S0 --J--> S2 | S2 --J--> S4 | S1 --L--> S7 | S7 --G--> S5 | S7 --J--> S4 | S7 --L--> S7 | S5 --G--> S5 | S5 --J--> S4 | S4 --J--> S4,
(((G*L*C+)A*|E*F*A|G+)D|I+J+|H*)|(H),A C D E F G H I J L,S12 S3 S9 S7 S5,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S11 --C--> S10 | S11 --D--> S3 | S11 --G--> S11 | S11 --L--> S0 | S12 --A--> S2 | S12 --C--> S10 | S12 --E--> S8 | S12 --F--> S1 | S12 --G--> S11 | S12 --H--> S7 | S12 --I--> S4 | S12 --L--> S0 | S0 --C--> S10 | S0 --L--> S0 | S10 --A--> S6 | S10 --C--> S10 | S10 --D--> S3 | S6 --A--> S6 | S6 --D--> S3 | S8 --A--> S2 | S8 --E--> S8 | S8 --F--> S1 | S1 --A--> S2 | S1 --F--> S1 | S2 --D--> S3 | S4 --I--> S4 | S4 --J--> S9 | S9 --J--> S9 | S7 --H--> S5 | S5 --H--> S5,
L|I*JC+,C I J L,S0 S3,S0 S1 S2 S3 S4,S4 --I--> S2 | S4 --J--> S1 | S4 --L--> S0 | S2 --I--> S2 | S2 --J--> S1 | S1 --C--> S3 | S3 --C--> S3,
((B*|J+J+B|LF+F*|G)K+|A+)C+,A B C F G J K L,S2,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S7 --B--> S7 | S7 --K--> S5 | S11 --A--> S6 | S11 --B--> S7 | S11 --G--> S1 | S11 --J--> S3 | S11 --K--> S5 | S11 --L--> S0 | S3 --J--> S8 | S8 --B--> S4 | S8 --J--> S8 | S4 --K--> S5 | S0 --F--> S9 | S10 --F--> S10 | S10 --K--> S5 | S9 --F--> S10 | S9 --K--> S5 | S1 --K--> S5 | S5 --C--> S2 | S5 --K--> S5 | S6 --A--> S6 | S6 --C--> S2 | S2 --C--> S2,
(((KGB+E*)I*K|B*)J+)|(L),B E G I J K L,S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --B--> S5 | S8 --J--> S6 | S8 --K--> S0 | S8 --L--> S2 | S0 --G--> S1 | S1 --B--> S9 | S9 --B--> S9 | S9 --E--> S7 | S9 --I--> S4 | S9 --K--> S3 | S7 --E--> S7 | S7 --I--> S4 | S7 --K--> S3 | S4 --I--> S4 | S4 --K--> S3 | S3 --J--> S6 | S5 --B--> S5 | S5 --J--> S6 | S6 --J--> S6,
(HC*|DKG*)|(C*),C D G H K,S6 S4 S2 S5 S3 S1,S0 S1 S2 S3 S4 S5 S6,S6 --C--> S1 | S6 --D--> S0 | S6 --H--> S4 | S4 --C--> S2 | S2 --C--> S2 | S0 --K--> S5 | S5 --G--> S3 | S3 --G--> S3 | S1 --C--> S1,
(DD+I+E+)|(I*),D E I,S5 S4 S1,S0 S1 S2 S3 S4 S5,S5 --D--> S0 | S5 --I--> S1 | S0 --D--> S2 | S2 --D--> S2 | S2 --I--> S3 | S3 --E--> S4 | S3 --I--> S3 | S4 --E--> S4 | S1 --I--> S1,
C*AG*B*B+,A B C G,S3,S0 S1 S2 S3 S4,S0 --A--> S4 | S0 --C--> S0 | S1 --A--> S4 | S1 --C--> S0 | S4 --B--> S3 | S4 --G--> S2 | S2 --B--> S3 | S2 --G--> S2 | S3 --B--> S3,
(((((H+H+G+)E|K+)E+|H+B)L*)E*)|(J),B E G H J K L,S10 S9 S7 S6 S2 S0,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --B--> S7 | S11 --G--> S3 | S11 --H--> S11 | S8 --B--> S7 | S8 --H--> S11 | S5 --H--> S8 | S5 --J--> S0 | S5 --K--> S4 | S3 --E--> S1 | S3 --G--> S3 | S1 --E--> S9 | S4 --E--> S9 | S4 --K--> S4 | S10 --E--> S10 | S10 --L--> S6 | S9 --E--> S10 | S9 --L--> S6 | S7 --E--> S2 | S7 --L--> S6 | S6 --E--> S2 | S6 --L--> S6 | S2 --E--> S2,
(D*|F+L+F+I*)C+,C D F I L,S0,S0 S1 S2 S3 S4 S5 S6,S1 --C--> S0 | S1 --D--> S1 | S5 --C--> S0 | S5 --D--> S1 | S5 --F--> S2 | S2 --F--> S2 | S2 --L--> S3 | S3 --F--> S6 | S3 --L--> S3 | S6 --C--> S0 | S6 --F--> S6 | S6 --I--> S4 | S4 --C--> S0 | S4 --I--> S4 | S0 --C--> S0,
(((((((D+)C+)I+)D*)L)B)E+C+),B C D E I L,S4,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --D--> S5 | S5 --C--> S6 | S5 --D--> S5 | S6 --C--> S6 | S6 --I--> S8 | S8 --D--> S3 | S8 --I--> S8 | S8 --L--> S1 | S3 --D--> S3 | S3 --L--> S1 | S1 --B--> S2 | S2 --E--> S7 | S7 --C--> S4 | S7 --E--> S7 | S4 --C--> S4,
(((E+)E*L+J)L*|I*C+|E*)AG,A C E G I J L,S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S1 | S9 --E--> S9 | S9 --L--> S3 | S8 --A--> S1 | S8 --E--> S9 | S8 --L--> S3 | S7 --A--> S1 | S7 --C--> S6 | S7 --E--> S8 | S7 --I--> S2 | S3 --J--> S5 | S3 --L--> S3 | S5 --A--> S1 | S5 --L--> S4 | S4 --A--> S1 | S4 --L--> S4 | S2 --C--> S6 | S2 --I--> S2 | S6 --A--> S1 | S6 --C--> S6 | S1 --G--> S0,
(G*J+|EL*HF*L*J|B+I+),B E F G H I J L,S7 S0 S6,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S1 --G--> S1 | S1 --J--> S7 | S9 --B--> S5 | S9 --E--> S4 | S9 --G--> S1 | S9 --J--> S7 | S7 --J--> S7 | S4 --H--> S10 | S4 --L--> S2 | S2 --H--> S10 | S2 --L--> S2 | S10 --F--> S8 | S10 --J--> S0 | S10 --L--> S3 | S8 --F--> S8 | S8 --J--> S0 | S8 --L--> S3 | S3 --J--> S0 | S3 --L--> S3 | S5 --B--> S5 | S5 --I--> S6 | S6 --I--> S6,
