Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
G*G|CL+G?C?,C G L,S2 S5 S4 S1,S0 S1 S2 S3 S4 S5,S2 --G--> S2 | S3 --C--> S0 | S3 --G--> S2 | S0 --L--> S5 | S5 --C--> S1 | S5 --G--> S4 | S5 --L--> S5 | S4 --C--> S1,
H*D?D*,D H,S2 S3 S1 S0,S0 S1 S2 S3,S2 --D--> S1 | S2 --H--> S2 | S3 --D--> S1 | S3 --H--> S2 | S1 --D--> S0 | S0 --D--> S0,
(?:(?:A+D+G+|K?L|JE*)K*)C?,,,,,Línea 2285: ValueError: '?' inválido.
(?:H|E+)K*C?EH*|B+G|I,,,,,Línea 2286: ValueError: '?' inválido.
[CADBK]*,A B C D K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --C--> S2 | S2 --A--> S3 | S3 --D--> S4 | S4 --B--> S5 | S5 --K--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:(?:H*|E?G*B+|K*)G|J+KB*)DE*,,,,,Línea 2288: ValueError: '?' inválido.
[LCF]+,C F L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --C--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:(?:(?:H+)IE*J*)G|C+FF*),,,,,Línea 2290: ValueError: '?' inválido.
(?:J?)C*|K?K?|H*L?GB?,,,,,Línea 2291: ValueError: '?' inválido.
(?:C?C+|EG+HE?)A*K,,,,,Línea 2292: ValueError: '?' inválido.
[FJD]*,D F J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --J--> S3 | S3 --D--> S5 | S5 --]--> S4 | S4 --]--> S4,
[KIEJ]*,E I J K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --I--> S3 | S3 --E--> S4 | S4 --J--> S6 | S6 --]--> S5 | S5 --]--> S5,
[HDA]*,A D H [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --A--> S5 | S5 --]--> S4 | S4 --]--> S4,
[DLKC]+,C D K L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --C--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:D*)DG+J?|K,,,,,Línea 2297: ValueError: '?' inválido.
[IJEB],B E I J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --I--> S3 | S3 --J--> S4 | S4 --E--> S5 | S5 --B--> S6 | S6 --]--> S1,
(?:(?:(?:G?)H?)C?E+)G*A+|C?B?|B*,,,,,Línea 2299: ValueError: '?' inválido.
(?:(?:JB?D+|H*)F)K+|G*G|B*G?|C*,,,,,Línea 2300: ValueError: '?' inválido.
(?:(?:DL+G?|EJ?)E|J)L,,,,,Línea 2301: ValueError: '?' inválido.
E+|F+A?C?|I+K*DA?J+|J+L?,A C D E F I J K L,S5 S11 S9 S3 S4 S10 S1,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S5 --E--> S5 | S6 --E--> S5 | S6 --F--> S11 | S6 --I--> S8 | S6 --J--> S10 | S11 --A--> S9 | S11 --C--> S3 | S11 --F--> S11 | S9 --C--> S3 | S8 --D--> S7 | S8 --I--> S8 | S8 --K--> S2 | S2 --D--> S7 | S2 --K--> S2 | S7 --A--> S0 | S7 --J--> S4 | S0 --J--> S4 | S4 --J--> S4 | S10 --J--> S10 | S10 --L--> S1,
K?E?|DH+,D E H K,S4 S3 S1 S2,S0 S1 S2 S3 S4,S4 --D--> S0 | S4 --E--> S1 | S4 --K--> S3 | S3 --E--> S1 | S0 --H--> S2 | S2 --H--> S2,
J?LJG*A,A G J L,S0,S0 S1 S2 S3 S4 S5,S5 --J--> S2 | S5 --L--> S1 | S2 --L--> S1 | S1 --J--> S4 | S4 --A--> S0 | S4 --G--> S3 | S3 --A--> S0 | S3 --G--> S3,
K?|D*B|D*E*|JE+I?G+C,B C D E G I J K,S9 S4 S8 S3 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --B--> S3 | S9 --D--> S8 | S9 --E--> S5 | S9 --J--> S0 | S9 --K--> S4 | S8 --B--> S3 | S8 --D--> S8 | S8 --E--> S5 | S5 --E--> S5 | S0 --E--> S7 | S7 --E--> S7 | S7 --G--> S6 | S7 --I--> S2 | S2 --G--> S6 | S6 --C--> S1 | S6 --G--> S6,
[ELHJI]*,E H I J L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --L--> S3 | S3 --H--> S4 | S4 --J--> S5 | S5 --I--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:(?:A+)B?)B*ILA,,,,,Línea 2307: ValueError: '?' inválido.
[JICB]+,B C I J [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --I--> S3 | S3 --C--> S4 | S4 --B--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:D?L|I*I?|D?)F*I+A+,,,,,Línea 2309: ValueError: '?' inválido.
(?:C|C?)E*K?L+|H*FG|F*G+L,,,,,Línea 2310: ValueError: '?' inválido.
(?:A+|J*E)I?B,,,,,Línea 2311: ValueError: '?' inválido.
G+H*A+J+,A G H J,S2,S0 S1 S2 S3 S4,S0 --G--> S4 | S4 --A--> S3 | S4 --G--> S4 | S4 --H--> S1 | S1 --A--> S3 | S1 --H--> S1 | S3 --A--> S3 | S3 --J--> S2 | S2 --J--> S2,
(?:C+F+K*|I),,,,,Línea 2313: ValueError: '?' inválido.
C?B?E+|G+,B C E G,S1 S2,S0 S1 S2 S3 S4,S4 --B--> S0 | S4 --C--> S3 | S4 --E--> S1 | S4 --G--> S2 | S3 --B--> S0 | S3 --E--> S1 | S0 --E--> S1 | S1 --E--> S1 | S2 --G--> S2,
D+A?F+|GE+C,A C D E F G,S4 S1,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S3 | S6 --D--> S6 | S6 --F--> S4 | S2 --D--> S6 | S2 --G--> S0 | S3 --F--> S4 | S4 --F--> S4 | S0 --E--> S5 | S5 --C--> S1 | S5 --E--> S5,
[GLIDFJ]*,D F G I J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --L--> S3 | S3 --I--> S4 | S4 --D--> S5 | S5 --F--> S6 | S6 --J--> S8 | S8 --]--> S7 | S7 --]--> S7,
[GKCHLJ],C G H J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --K--> S4 | S4 --C--> S5 | S5 --H--> S6 | S6 --L--> S7 | S7 --J--> S8 | S8 --]--> S1,
(?:(?:(?:FJ*)L+L+|J?)C?|C*)LL,,,,,Línea 2318: ValueError: '?' inválido.
[JIL]+,I J L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --I--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
[FIA]+,A F I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --I--> S3 | S3 --A--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:(?:E?E+)C+|E?G*)H*,,,,,Línea 2321: ValueError: '?' inválido.
D*|C?J?I?|FK*|C*LG+K*,C D F G I J K L,S5 S10 S9 S8 S3 S6 S4 S7 S2,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S5 --D--> S5 | S10 --C--> S9 | S10 --D--> S5 | S10 --F--> S6 | S10 --I--> S3 | S10 --J--> S8 | S10 --L--> S0 | S9 --C--> S1 | S9 --I--> S3 | S9 --J--> S8 | S9 --L--> S0 | S8 --I--> S3 | S6 --K--> S4 | S4 --K--> S4 | S1 --C--> S1 | S1 --L--> S0 | S0 --G--> S7 | S7 --G--> S7 | S7 --K--> S2 | S2 --K--> S2,
[GEA]?,A E G [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --E--> S3 | S3 --A--> S5 | S5 --]--> S4,
(?:F+|EC*|J+K*),,,,,Línea 2324: ValueError: '?' inválido.
[GELI]*,E G I L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --G--> S2 | S2 --E--> S3 | S3 --L--> S4 | S4 --I--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:(?:B*G*)B+F?|E?)J*D,,,,,Línea 2326: ValueError: '?' inválido.
(?:C*)H+L+J*|G*,,,,,Línea 2327: ValueError: '?' inválido.
[JEF]*,E F J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --E--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
(?:BG?I*L*J*D*)C+J*,,,,,Línea 2329: ValueError: '?' inválido.
[BEFCK]?,B C E F K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --E--> S3 | S3 --F--> S4 | S4 --C--> S5 | S5 --K--> S7 | S7 --]--> S6,
(?:(?:JB)A*D*|C*L+|KK*|C+),,,,,Línea 2331: ValueError: '?' inválido.
[BKG]?,B G K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --K--> S3 | S3 --G--> S5 | S5 --]--> S4,
(?:C)E*E+H?|H*H+|JG+|K,,,,,Línea 2333: ValueError: '?' inválido.
(?:D+|J*F|K?)A?|B,,,,,Línea 2334: ValueError: '?' inválido.
(?:(?:DL?|F+A?K+C?J+|H*)H+),,,,,Línea 2335: ValueError: '?' inválido.
(?:B*|B*FL+)F+,,,,,Línea 2336: ValueError: '?' inválido.
K+|C*C+K*|A?J+|A,A C J K,S3 S4 S1 S0 S2,S0 S1 S2 S3 S4 S5,S3 --K--> S3 | S5 --A--> S0 | S5 --C--> S4 | S5 --J--> S2 | S5 --K--> S3 | S4 --C--> S4 | S4 --K--> S1 | S1 --K--> S1 | S0 --J--> S2 | S2 --J--> S2,
(?:(?:D)B+)H*|L,,,,,Línea 2338: ValueError: '?' inválido.
B*|L?E?JK?|B*B*|F*A?H?|A+,A B E F H J K L,S8 S10 S6 S3 S9 S7 S5 S1 S2,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S8 --B--> S8 | S10 --A--> S7 | S10 --B--> S8 | S10 --E--> S0 | S10 --F--> S9 | S10 --H--> S1 | S10 --J--> S6 | S10 --L--> S4 | S4 --E--> S0 | S4 --J--> S6 | S0 --J--> S6 | S6 --K--> S3 | S9 --A--> S5 | S9 --F--> S9 | S9 --H--> S1 | S7 --A--> S2 | S7 --H--> S1 | S5 --H--> S1 | S2 --A--> S2,
(?:H+|B+)D?L+|F*K*,,,,,Línea 2340: ValueError: '?' inválido.
F+E+B+,B E F,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --E--> S3 | S2 --F--> S2 | S3 --B--> S1 | S3 --E--> S3 | S1 --B--> S1,
(?:A?|L+K?A+I+)JKG?,,,,,Línea 2342: ValueError: '?' inválido.
B+A?|I?K+|E*G+|F*K?|I?,A B E F G I K,S8 S9 S2 S3 S6 S5 S4 S7 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --A--> S2 | S8 --B--> S8 | S9 --B--> S8 | S9 --E--> S0 | S9 --F--> S7 | S9 --G--> S4 | S9 --I--> S3 | S9 --K--> S6 | S3 --K--> S5 | S6 --K--> S5 | S5 --K--> S5 | S0 --E--> S0 | S0 --G--> S4 | S4 --G--> S4 | S7 --F--> S7 | S7 --K--> S1,
[BAHGL]?,A B G H L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --A--> S3 | S3 --H--> S4 | S4 --G--> S5 | S5 --L--> S7 | S7 --]--> S6,
JG+E*,E G J,S3 S2,S0 S1 S2 S3,S0 --J--> S1 | S1 --G--> S3 | S3 --E--> S2 | S3 --G--> S3 | S2 --E--> S2,
(?:J+F+)IHI*G,,,,,Línea 2346: ValueError: '?' inválido.
(?:F)C*L,,,,,Línea 2347: ValueError: '?' inválido.
(?:A+B+H*)H,,,,,Línea 2348: ValueError: '?' inválido.
[LAJB]?,A B J L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --A--> S3 | S3 --J--> S4 | S4 --B--> S6 | S6 --]--> S5,
(?:(?:E+|D?)K|C?J*F+)F+E+J,,,,,Línea 2350: ValueError: '?' inválido.
[GJKID]?,D G I J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --J--> S3 | S3 --K--> S4 | S4 --I--> S5 | S5 --D--> S7 | S7 --]--> S6,
(?:(?:G?L)F)L*K?E|K+C?I|J+,,,,,Línea 2352: ValueError: '?' inválido.
(?:DJ*)H|L?,,,,,Línea 2353: ValueError: '?' inválido.
(?:E+)K|D?E,,,,,Línea 2354: ValueError: '?' inválido.
(?:B*A+|E*B*)L*L?|C*C+|EE?,,,,,Línea 2355: ValueError: '?' inválido.
[CBJAFL],A B C F J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --C--> S3 | S3 --B--> S4 | S4 --J--> S5 | S5 --A--> S6 | S6 --F--> S7 | S7 --L--> S8 | S8 --]--> S1,
C?A*|L+H?|E*G*|I*A+G+H|L+K*|C?,A C E G H I K L,S12 S9 S10 S7 S11 S5 S8 S6 S1 S4,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S12 --A--> S10 | S12 --C--> S9 | S12 --E--> S8 | S12 --G--> S6 | S12 --I--> S0 | S12 --L--> S11 | S9 --A--> S7 | S10 --A--> S10 | S10 --G--> S3 | S7 --A--> S7 | S11 --H--> S5 | S11 --K--> S4 | S11 --L--> S11 | S8 --E--> S8 | S8 --G--> S6 | S6 --G--> S6 | S0 --A--> S2 | S0 --I--> S0 | S2 --A--> S2 | S2 --G--> S3 | S3 --G--> S3 | S3 --H--> S1 | S4 --K--> S4,
(?:C+|JK?I),,,,,Línea 2358: ValueError: '?' inválido.
(?:(?:G?D|I+J)K?J+|G),,,,,Línea 2359: ValueError: '?' inválido.
[CKLF]*,C F K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --F--> S6 | S6 --]--> S5 | S5 --]--> S5,
[CKEI]+,C E I K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --I--> S5 | S5 --]--> S6 | S6 --]--> S6,
[IEFGA],A E F G I [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --E--> S4 | S4 --F--> S5 | S5 --G--> S6 | S6 --A--> S7 | S7 --]--> S1,
[EGCKF]?,C E F G K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --G--> S3 | S3 --C--> S4 | S4 --K--> S5 | S5 --F--> S7 | S7 --]--> S6,
(?:K?|A*E|B+A+|J?I*),,,,,Línea 2364: ValueError: '?' inválido.
[FLEC]*,C E F L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --L--> S3 | S3 --E--> S4 | S4 --C--> S6 | S6 --]--> S5 | S5 --]--> S5,
[LAF]*,A F L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --A--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
(?:(?:G+IBG*)F|E+)CK+|K*E?,,,,,Línea 2367: ValueError: '?' inválido.
(?:G|E*K+)A|E+K?,,,,,Línea 2368: ValueError: '?' inválido.
[DLBEG]+,B D E G L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --L--> S3 | S3 --B--> S4 | S4 --E--> S5 | S5 --G--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:GD?H?|BH+|H)K?|G+,,,,,Línea 2370: ValueError: '?' inválido.
(?:(?:G+|C+)K?A?I+)C?|BJL+,,,,,Línea 2371: ValueError: '?' inválido.
(?:I?C?|FB+D+G*|J*L?)E?|A?B?|J?,,,,,Línea 2372: ValueError: '?' inválido.
(?:K+GL?B*K?EH?L*|H*),,,,,Línea 2373: ValueError: '?' inválido.
[CFDJGK],C D F G J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --C--> S3 | S3 --F--> S4 | S4 --D--> S5 | S5 --J--> S6 | S6 --G--> S7 | S7 --K--> S8 | S8 --]--> S1,
G+L?BA,A B G L,S1,S0 S1 S2 S3 S4,S0 --G--> S4 | S4 --B--> S2 | S4 --G--> S4 | S4 --L--> S3 | S3 --B--> S2 | S2 --A--> S1,
(?:(?:A)D+B*)F?|K+,,,,,Línea 2376: ValueError: '?' inválido.
(?:L?L?)C+D*|I+K?I+|L*C+|H?H*,,,,,Línea 2377: ValueError: '?' inválido.
I+|L?JB?L?,B I J L,S2 S5 S4 S1,S0 S1 S2 S3 S4 S5,S2 --I--> S2 | S3 --I--> S2 | S3 --J--> S5 | S3 --L--> S0 | S0 --J--> S5 | S5 --B--> S4 | S5 --L--> S1 | S4 --L--> S1,
(?:E+|L?E*)J+,,,,,Línea 2379: ValueError: '?' inválido.
[AEHCKG]+,A C E G H K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --A--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --C--> S5 | S5 --K--> S6 | S6 --G--> S7 | S7 --]--> S8 | S8 --]--> S8,
(?:(?:B*F|H+D?)EK)F?F+A,,,,,Línea 2381: ValueError: '?' inválido.
[KALC]?,A C K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --A--> S3 | S3 --L--> S4 | S4 --C--> S6 | S6 --]--> S5,
(?:(?:G+)AAF?CB)G?|G?I+,,,,,Línea 2383: ValueError: '?' inválido.
(?:C+|EG*|BL?),,,,,Línea 2384: ValueError: '?' inválido.
[DLAJG],A D G J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --A--> S5 | S5 --J--> S6 | S6 --G--> S7 | S7 --]--> S1,
[ACGD],A C D G [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --A--> S3 | S3 --C--> S4 | S4 --G--> S5 | S5 --D--> S6 | S6 --]--> S1,
(?:C?I?)BIE+|J*,,,,,Línea 2387: ValueError: '?' inválido.
(?:BGE?E?),,,,,Línea 2388: ValueError: '?' inválido.
(?:(?:F+K)H?|G*B+),,,,,Línea 2389: ValueError: '?' inválido.
[HBKC]?,B C H K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --H--> S2 | S2 --B--> S3 | S3 --K--> S4 | S4 --C--> S6 | S6 --]--> S5,
(?:(?:G+)C*)E*|I+,,,,,Línea 2391: ValueError: '?' inválido.
[BACD]*,A B C D [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --A--> S3 | S3 --C--> S4 | S4 --D--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:F|H+G?K)F+I+K?,,,,,Línea 2393: ValueError: '?' inválido.
[GADI]+,A D G I [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --G--> S2 | S2 --A--> S3 | S3 --D--> S4 | S4 --I--> S5 | S5 --]--> S6 | S6 --]--> S6,
[IHL],H I L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --I--> S3 | S3 --H--> S4 | S4 --L--> S5 | S5 --]--> S1,
(?:D*G*G),,,,,Línea 2396: ValueError: '?' inválido.
[DIAE]?,A D E I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --I--> S3 | S3 --A--> S4 | S4 --E--> S6 | S6 --]--> S5,
[CBJ],B C J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --C--> S3 | S3 --B--> S4 | S4 --J--> S5 | S5 --]--> S1,
[LKCI],C I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --C--> S5 | S5 --I--> S6 | S6 --]--> S1,
(?:B|A*B+A?H*)I?|KJ?K?|L+,,,,,Línea 2400: ValueError: '?' inválido.
[JBGFLI],B F G I J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --J--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --F--> S6 | S6 --L--> S7 | S7 --I--> S8 | S8 --]--> S1,
[CDAJFG]*,A C D F G J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --C--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --F--> S6 | S6 --G--> S8 | S8 --]--> S7 | S7 --]--> S7,
[DHF]+,D F H [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --H--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
[DFGLBC]*,B C D F G L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --F--> S3 | S3 --G--> S4 | S4 --L--> S5 | S5 --B--> S6 | S6 --C--> S8 | S8 --]--> S7 | S7 --]--> S7,
L+GL*|J+B+L+E+|G?K*,B E G J K L,S9 S6 S2 S7 S8 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S1 --G--> S6 | S1 --L--> S1 | S9 --G--> S8 | S9 --J--> S3 | S9 --K--> S0 | S9 --L--> S1 | S6 --L--> S2 | S2 --L--> S2 | S3 --B--> S4 | S3 --J--> S3 | S4 --B--> S4 | S4 --L--> S5 | S5 --E--> S7 | S5 --L--> S5 | S7 --E--> S7 | S8 --K--> S0 | S0 --K--> S0,
[ELAHGI],A E G H I L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --E--> S3 | S3 --L--> S4 | S4 --A--> S5 | S5 --H--> S6 | S6 --G--> S7 | S7 --I--> S8 | S8 --]--> S1,
(?:(?:A+|G?)L?|JK*L*E*A*),,,,,Línea 2407: ValueError: '?' inválido.
(?:(?:(?:B*H?B+G*)L?F+|JB?|A?)K),,,,,Línea 2408: ValueError: '?' inválido.
(?:A+)E*EK?|C*D*,,,,,Línea 2409: ValueError: '?' inválido.
(?:I?D+)BJ?|K*,,,,,Línea 2410: ValueError: '?' inválido.
[BGEFA]?,A B E F G [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --G--> S3 | S3 --E--> S4 | S4 --F--> S5 | S5 --A--> S7 | S7 --]--> S6,
J*|LKF+,F J K L,S2 S4 S3,S0 S1 S2 S3 S4,S2 --J--> S2 | S4 --J--> S2 | S4 --L--> S0 | S0 --K--> S1 | S1 --F--> S3 | S3 --F--> S3,
(?:G*C?)L,,,,,Línea 2413: ValueError: '?' inválido.
(?:(?:BH+H)E?)F?E|A?B+,,,,,Línea 2414: ValueError: '?' inválido.
LL?K?|D+,D K L,S4 S3 S1 S2,S0 S1 S2 S3 S4,S0 --D--> S2 | S0 --L--> S4 | S4 --K--> S1 | S4 --L--> S3 | S3 --K--> S1 | S2 --D--> S2,
[GACJKD]+,A C D G J K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --A--> S3 | S3 --C--> S4 | S4 --J--> S5 | S5 --K--> S6 | S6 --D--> S7 | S7 --]--> S8 | S8 --]--> S8,
I*|CJF+,C F I J,S2 S4 S3,S0 S1 S2 S3 S4,S2 --I--> S2 | S4 --C--> S0 | S4 --I--> S2 | S0 --J--> S1 | S1 --F--> S3 | S3 --F--> S3,
(?:(?:A+)J+)L*|G+G?,,,,,Línea 2418: ValueError: '?' inválido.
[JKHFG]?,F G H J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --J--> S2 | S2 --K--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --G--> S7 | S7 --]--> S6,
[JDIAHE]?,A D E H I J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --J--> S2 | S2 --D--> S3 | S3 --I--> S4 | S4 --A--> S5 | S5 --H--> S6 | S6 --E--> S8 | S8 --]--> S7,
[KEBD]?,B D E K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --E--> S3 | S3 --B--> S4 | S4 --D--> S6 | S6 --]--> S5,
[DBHA]+,A B D H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --B--> S3 | S3 --H--> S4 | S4 --A--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:B|J?J+|D+)DA*,,,,,Línea 2423: ValueError: '?' inválido.
BG*L,B G L,S1,S0 S1 S2 S3,S0 --B--> S3 | S3 --G--> S2 | S3 --L--> S1 | S2 --G--> S2 | S2 --L--> S1,
(?:I?|I*J*|BB|F?D|A?)J*|A+DA|G,,,,,Línea 2425: ValueError: '?' inválido.
(?:(?:(?:E+|C+B+J+G?|D?)B)B*|H)A*B*,,,,,Línea 2426: ValueError: '?' inválido.
(?:(?:G*)H|AF?F+)LHG?|E+D,,,,,Línea 2427: ValueError: '?' inválido.
(?:E*I*J+|K*L)J+,,,,,Línea 2428: ValueError: '?' inválido.
BB*J?|J?E?,B E J,S5 S4 S3 S0 S2 S1,S0 S1 S2 S3 S4 S5,S5 --B--> S4 | S5 --E--> S1 | S5 --J--> S2 | S4 --B--> S3 | S4 --J--> S0 | S3 --B--> S3 | S3 --J--> S0 | S2 --E--> S1,
(?:B*|CHI?I?|F+H?I+|JB*|L*)F,,,,,Línea 2430: ValueError: '?' inválido.
[EAK]?,A E K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --A--> S3 | S3 --K--> S5 | S5 --]--> S4,
(?:B?|H)L?A?I+|I+I+I*G*,,,,,Línea 2432: ValueError: '?' inválido.
(?:I*C+|C*F?|K*L*E*D*E?)J,,,,,Línea 2433: ValueError: '?' inválido.
(?:(?:L?)H?I+E+|F?)D,,,,,Línea 2434: ValueError: '?' inválido.
(?:(?:(?:(?:H*)A+)G|F?)L),,,,,Línea 2435: ValueError: '?' inválido.
[LFEIAJ]*,A E F I J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --L--> S2 | S2 --F--> S3 | S3 --E--> S4 | S4 --I--> S5 | S5 --A--> S6 | S6 --J--> S8 | S8 --]--> S7 | S7 --]--> S7,
(?:F*G+|AE),,,,,Línea 2437: ValueError: '?' inválido.
