Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
(L|E)+B(E|C|B|H)*((F|I|A|L)*K)*,A B C E F H I K L,S8 S11 S12 S10 S9 S5,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S1 --B--> S8 | S1 --E--> S2 | S1 --L--> S1 | S2 --B--> S8 | S2 --E--> S2 | S2 --L--> S1 | S0 --E--> S2 | S0 --L--> S1 | S8 --A--> S4 | S8 --B--> S10 | S8 --C--> S12 | S8 --E--> S11 | S8 --F--> S6 | S8 --H--> S9 | S8 --I--> S7 | S8 --K--> S5 | S8 --L--> S3 | S11 --A--> S4 | S11 --B--> S10 | S11 --C--> S12 | S11 --E--> S11 | S11 --F--> S6 | S11 --H--> S9 | S11 --I--> S7 | S11 --K--> S5 | S11 --L--> S3 | S12 --A--> S4 | S12 --B--> S10 | S12 --C--> S12 | S12 --E--> S11 | S12 --F--> S6 | S12 --H--> S9 | S12 --I--> S7 | S12 --K--> S5 | S12 --L--> S3 | S10 --A--> S4 | S10 --B--> S10 | S10 --C--> S12 | S10 --E--> S11 | S10 --F--> S6 | S10 --H--> S9 | S10 --I--> S7 | S10 --K--> S5 | S10 --L--> S3 | S9 --A--> S4 | S9 --B--> S10 | S9 --C--> S12 | S9 --E--> S11 | S9 --F--> S6 | S9 --H--> S9 | S9 --I--> S7 | S9 --K--> S5 | S9 --L--> S3 | S6 --A--> S4 | S6 --F--> S6 | S6 --I--> S7 | S6 --K--> S5 | S6 --L--> S3 | S7 --A--> S4 | S7 --F--> S6 | S7 --I--> S7 | S7 --K--> S5 | S7 --L--> S3 | S4 --A--> S4 | S4 --F--> S6 | S4 --I--> S7 | S4 --K--> S5 | S4 --L--> S3 | S3 --A--> S4 | S3 --F--> S6 | S3 --I--> S7 | S3 --K--> S5 | S3 --L--> S3 | S5 --A--> S4 | S5 --F--> S6 | S5 --I--> S7 | S5 --K--> S5 | S5 --L--> S3,
((I|L|C|G)*E((B|A|G|H)))|F(H|B)*B|(F(J|L|I)*L),A B C E F G H I J L,S2 S3 S1 S0 S7 S11,S0 S1 S10 S11 S12 S13 S14 S15 S2 S3 S4 S5 S6 S7 S8 S9,S12 --C--> S10 | S12 --E--> S5 | S12 --G--> S9 | S12 --I--> S12 | S12 --L--> S13 | S13 --C--> S10 | S13 --E--> S5 | S13 --G--> S9 | S13 --I--> S12 | S13 --L--> S13 | S10 --C--> S10 | S10 --E--> S5 | S10 --G--> S9 | S10 --I--> S12 | S10 --L--> S13 | S9 --C--> S10 | S9 --E--> S5 | S9 --G--> S9 | S9 --I--> S12 | S9 --L--> S13 | S14 --C--> S10 | S14 --E--> S5 | S14 --F--> S15 | S14 --G--> S9 | S14 --I--> S12 | S14 --L--> S13 | S5 --A--> S3 | S5 --B--> S2 | S5 --G--> S1 | S5 --H--> S0 | S15 --B--> S7 | S15 --H--> S4 | S15 --I--> S6 | S15 --J--> S8 | S15 --L--> S11 | S4 --B--> S7 | S4 --H--> S4 | S7 --B--> S7 | S7 --H--> S4 | S8 --I--> S6 | S8 --J--> S8 | S8 --L--> S11 | S11 --I--> S6 | S11 --J--> S8 | S11 --L--> S11 | S6 --I--> S6 | S6 --J--> S8 | S6 --L--> S11,
((E|A|F)+D)((F|A)*F((K|D|C)))I(C|J)*D,A C D E F I J K,S0,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S11 --A--> S12 | S11 --D--> S5 | S11 --E--> S11 | S11 --F--> S10 | S12 --A--> S12 | S12 --D--> S5 | S12 --E--> S11 | S12 --F--> S10 | S10 --A--> S12 | S10 --D--> S5 | S10 --E--> S11 | S10 --F--> S10 | S4 --A--> S12 | S4 --E--> S11 | S4 --F--> S10 | S5 --A--> S6 | S5 --F--> S13 | S13 --A--> S6 | S13 --C--> S1 | S13 --D--> S3 | S13 --F--> S13 | S13 --K--> S2 | S6 --A--> S6 | S6 --F--> S13 | S2 --I--> S7 | S3 --I--> S7 | S1 --I--> S7 | S7 --C--> S8 | S7 --D--> S0 | S7 --J--> S9 | S8 --C--> S8 | S8 --D--> S0 | S8 --J--> S9 | S9 --C--> S8 | S9 --D--> S0 | S9 --J--> S9,
((B|G|D)+K)|(E|B)+L|((F|K|D)*K((D|L|I|C))),B C D E F G I K L,S17 S0 S1 S12 S4 S3 S2,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S2 S3 S4 S5 S6 S7 S8 S9,S10 --B--> S10 | S10 --D--> S8 | S10 --G--> S11 | S10 --K--> S0 | S15 --B--> S15 | S15 --D--> S8 | S15 --E--> S5 | S15 --G--> S11 | S15 --K--> S0 | S15 --L--> S1 | S11 --B--> S10 | S11 --D--> S8 | S11 --G--> S11 | S11 --K--> S0 | S8 --B--> S10 | S8 --D--> S8 | S8 --G--> S11 | S8 --K--> S0 | S16 --B--> S10 | S16 --D--> S16 | S16 --F--> S9 | S16 --G--> S11 | S16 --K--> S17 | S13 --B--> S15 | S13 --D--> S16 | S13 --E--> S5 | S13 --F--> S9 | S13 --G--> S11 | S13 --K--> S14 | S17 --C--> S2 | S17 --D--> S12 | S17 --F--> S9 | S17 --I--> S3 | S17 --K--> S14 | S17 --L--> S4 | S5 --B--> S6 | S5 --E--> S5 | S5 --L--> S1 | S6 --B--> S6 | S6 --E--> S5 | S6 --L--> S1 | S9 --D--> S7 | S9 --F--> S9 | S9 --K--> S14 | S14 --C--> S2 | S14 --D--> S12 | S14 --F--> S9 | S14 --I--> S3 | S14 --K--> S14 | S14 --L--> S4 | S7 --D--> S7 | S7 --F--> S9 | S7 --K--> S14 | S12 --D--> S7 | S12 --F--> S9 | S12 --K--> S14,
(G|I|D)*C((A|D|L))((B|K|E|L)*J)*,A B C D E G I J K L,S11 S12 S10 S7,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S3 --C--> S0 | S3 --D--> S2 | S3 --G--> S3 | S3 --I--> S4 | S4 --C--> S0 | S4 --D--> S2 | S4 --G--> S3 | S4 --I--> S4 | S2 --C--> S0 | S2 --D--> S2 | S2 --G--> S3 | S2 --I--> S4 | S1 --C--> S0 | S1 --D--> S2 | S1 --G--> S3 | S1 --I--> S4 | S0 --A--> S11 | S0 --D--> S12 | S0 --L--> S10 | S11 --B--> S8 | S11 --E--> S6 | S11 --J--> S7 | S11 --K--> S9 | S11 --L--> S5 | S12 --B--> S8 | S12 --E--> S6 | S12 --J--> S7 | S12 --K--> S9 | S12 --L--> S5 | S10 --B--> S8 | S10 --E--> S6 | S10 --J--> S7 | S10 --K--> S9 | S10 --L--> S5 | S8 --B--> S8 | S8 --E--> S6 | S8 --J--> S7 | S8 --K--> S9 | S8 --L--> S5 | S9 --B--> S8 | S9 --E--> S6 | S9 --J--> S7 | S9 --K--> S9 | S9 --L--> S5 | S6 --B--> S8 | S6 --E--> S6 | S6 --J--> S7 | S6 --K--> S9 | S6 --L--> S5 | S5 --B--> S8 | S5 --E--> S6 | S5 --J--> S7 | S5 --K--> S9 | S5 --L--> S5 | S7 --B--> S8 | S7 --E--> S6 | S7 --J--> S7 | S7 --K--> S9 | S7 --L--> S5,
((H|F|C)*H)(((B|F)*D)*),B C D F H,S7 S3,S0 S1 S2 S3 S4 S5 S6 S7,S7 --B--> S0 | S7 --C--> S4 | S7 --D--> S3 | S7 --F--> S6 | S7 --H--> S7 | S5 --C--> S4 | S5 --F--> S5 | S5 --H--> S7 | S6 --B--> S0 | S6 --C--> S4 | S6 --D--> S3 | S6 --F--> S6 | S6 --H--> S7 | S4 --C--> S4 | S4 --F--> S5 | S4 --H--> S7 | S2 --C--> S4 | S2 --F--> S5 | S2 --H--> S7 | S0 --B--> S0 | S0 --D--> S3 | S0 --F--> S1 | S1 --B--> S0 | S1 --D--> S3 | S1 --F--> S1 | S3 --B--> S0 | S3 --D--> S3 | S3 --F--> S1,
((E|I|K|G)*(E|C)*)*,C E G I K,S5 S4 S3 S1 S2 S0,S0 S1 S2 S3 S4 S5,S5 --C--> S2 | S5 --E--> S5 | S5 --G--> S1 | S5 --I--> S4 | S5 --K--> S3 | S4 --C--> S2 | S4 --E--> S5 | S4 --G--> S1 | S4 --I--> S4 | S4 --K--> S3 | S3 --C--> S2 | S3 --E--> S5 | S3 --G--> S1 | S3 --I--> S4 | S3 --K--> S3 | S1 --C--> S2 | S1 --E--> S5 | S1 --G--> S1 | S1 --I--> S4 | S1 --K--> S3 | S2 --C--> S2 | S2 --E--> S5 | S2 --G--> S1 | S2 --I--> S4 | S2 --K--> S3 | S0 --C--> S2 | S0 --E--> S5 | S0 --G--> S1 | S0 --I--> S4 | S0 --K--> S3,
((I|B)*B((D|F|H)))*(C|G|H)+FK(G|L|C|I)*F(G|H)*JBD,B C D F G H I J K L,S0,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S3 S4 S5 S6 S7 S8 S9,S4 --B--> S14 | S4 --I--> S4 | S14 --B--> S14 | S14 --D--> S19 | S14 --F--> S20 | S14 --H--> S18 | S14 --I--> S4 | S19 --B--> S14 | S19 --C--> S9 | S19 --G--> S10 | S19 --H--> S8 | S19 --I--> S4 | S20 --B--> S14 | S20 --C--> S9 | S20 --G--> S10 | S20 --H--> S8 | S20 --I--> S4 | S18 --B--> S14 | S18 --C--> S9 | S18 --G--> S10 | S18 --H--> S8 | S18 --I--> S4 | S15 --B--> S14 | S15 --C--> S9 | S15 --G--> S10 | S15 --H--> S8 | S15 --I--> S4 | S9 --C--> S9 | S9 --F--> S1 | S9 --G--> S10 | S9 --H--> S8 | S10 --C--> S9 | S10 --F--> S1 | S10 --G--> S10 | S10 --H--> S8 | S8 --C--> S9 | S8 --F--> S1 | S8 --G--> S10 | S8 --H--> S8 | S1 --K--> S11 | S11 --C--> S13 | S11 --F--> S5 | S11 --G--> S16 | S11 --I--> S12 | S11 --L--> S17 | S16 --C--> S13 | S16 --F--> S5 | S16 --G--> S16 | S16 --I--> S12 | S16 --L--> S17 | S17 --C--> S13 | S17 --F--> S5 | S17 --G--> S16 | S17 --I--> S12 | S17 --L--> S17 | S13 --C--> S13 | S13 --F--> S5 | S13 --G--> S16 | S13 --I--> S12 | S13 --L--> S17 | S12 --C--> S13 | S12 --F--> S5 | S12 --G--> S16 | S12 --I--> S12 | S12 --L--> S17 | S5 --G--> S6 | S5 --H--> S7 | S5 --J--> S2 | S6 --G--> S6 | S6 --H--> S7 | S6 --J--> S2 | S7 --G--> S6 | S7 --H--> S7 | S7 --J--> S2 | S2 --B--> S3 | S3 --D--> S0,
(A|J|E|B)*G(B|F)*J((F|E|J)*),A B E F G J,S3 S5 S6 S4,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S10 --A--> S10 | S10 --B--> S8 | S10 --E--> S9 | S10 --G--> S0 | S10 --J--> S11 | S11 --A--> S10 | S11 --B--> S8 | S11 --E--> S9 | S11 --G--> S0 | S11 --J--> S11 | S9 --A--> S10 | S9 --B--> S8 | S9 --E--> S9 | S9 --G--> S0 | S9 --J--> S11 | S8 --A--> S10 | S8 --B--> S8 | S8 --E--> S9 | S8 --G--> S0 | S8 --J--> S11 | S7 --A--> S10 | S7 --B--> S8 | S7 --E--> S9 | S7 --G--> S0 | S7 --J--> S11 | S0 --B--> S1 | S0 --F--> S2 | S0 --J--> S3 | S1 --B--> S1 | S1 --F--> S2 | S1 --J--> S3 | S2 --B--> S1 | S2 --F--> S2 | S2 --J--> S3 | S3 --E--> S6 | S3 --F--> S5 | S3 --J--> S4 | S5 --E--> S6 | S5 --F--> S5 | S5 --J--> S4 | S6 --E--> S6 | S6 --F--> S5 | S6 --J--> S4 | S4 --E--> S6 | S4 --F--> S5 | S4 --J--> S4,
(E|D)+A|(A(J|E|A)*E)|((A|F|K|I)*C),A C D E F I J K,S1 S8 S0,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S2 --A--> S1 | S2 --D--> S3 | S2 --E--> S2 | S3 --A--> S1 | S3 --D--> S3 | S3 --E--> S2 | S11 --A--> S12 | S11 --C--> S0 | S11 --D--> S3 | S11 --E--> S2 | S11 --F--> S10 | S11 --I--> S6 | S11 --K--> S7 | S12 --A--> S13 | S12 --C--> S0 | S12 --E--> S8 | S12 --F--> S10 | S12 --I--> S6 | S12 --J--> S5 | S12 --K--> S7 | S5 --A--> S4 | S5 --E--> S8 | S5 --J--> S5 | S8 --A--> S4 | S8 --E--> S8 | S8 --J--> S5 | S4 --A--> S4 | S4 --E--> S8 | S4 --J--> S5 | S13 --A--> S13 | S13 --C--> S0 | S13 --E--> S8 | S13 --F--> S10 | S13 --I--> S6 | S13 --J--> S5 | S13 --K--> S7 | S9 --A--> S9 | S9 --C--> S0 | S9 --F--> S10 | S9 --I--> S6 | S9 --K--> S7 | S10 --A--> S9 | S10 --C--> S0 | S10 --F--> S10 | S10 --I--> S6 | S10 --K--> S7 | S7 --A--> S9 | S7 --C--> S0 | S7 --F--> S10 | S7 --I--> S6 | S7 --K--> S7 | S6 --A--> S9 | S6 --C--> S0 | S6 --F--> S10 | S6 --I--> S6 | S6 --K--> S7,
(B|K|J)*H((G|K|E|F))|((L|K|I)*)|(E|D|G)*L((D|K|I|L))|((C|J|I)*DEE),B C D E F G H I J K L,S34 S35 S9 S10 S6 S4 S32 S28 S23 S30 S24 S29 S33 S22 S26 S7 S8 S5 S3 S2,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S23 S24 S25 S26 S27 S28 S29 S3 S30 S31 S32 S33 S34 S35 S4 S5 S6 S7 S8 S9,S16 --B--> S16 | S16 --H--> S11 | S16 --J--> S13 | S16 --K--> S17 | S17 --B--> S16 | S17 --H--> S11 | S17 --J--> S13 | S17 --K--> S17 | S34 --B--> S16 | S34 --H--> S11 | S34 --I--> S22 | S34 --J--> S13 | S34 --K--> S34 | S34 --L--> S23 | S13 --B--> S16 | S13 --H--> S11 | S13 --J--> S13 | S13 --K--> S17 | S31 --B--> S16 | S31 --C--> S20 | S31 --D--> S0 | S31 --H--> S11 | S31 --I--> S15 | S31 --J--> S31 | S31 --K--> S17 | S35 --B--> S16 | S35 --C--> S20 | S35 --D--> S27 | S35 --E--> S18 | S35 --G--> S14 | S35 --H--> S11 | S35 --I--> S33 | S35 --J--> S31 | S35 --K--> S34 | S35 --L--> S32 | S11 --E--> S6 | S11 --F--> S4 | S11 --G--> S9 | S11 --K--> S10 | S32 --D--> S7 | S32 --I--> S29 | S32 --K--> S30 | S32 --L--> S28 | S28 --I--> S22 | S28 --K--> S24 | S28 --L--> S23 | S23 --I--> S22 | S23 --K--> S24 | S23 --L--> S23 | S30 --I--> S22 | S30 --K--> S24 | S30 --L--> S23 | S24 --I--> S22 | S24 --K--> S24 | S24 --L--> S23 | S29 --I--> S22 | S29 --K--> S24 | S29 --L--> S23 | S33 --C--> S20 | S33 --D--> S0 | S33 --I--> S33 | S33 --J--> S21 | S33 --K--> S24 | S33 --L--> S23 | S22 --I--> S22 | S22 --K--> S24 | S22 --L--> S23 | S18 --D--> S19 | S18 --E--> S18 | S18 --G--> S14 | S18 --L--> S12 | S25 --D--> S19 | S25 --E--> S26 | S25 --G--> S14 | S25 --L--> S12 | S26 --D--> S19 | S26 --E--> S18 | S26 --G--> S14 | S26 --L--> S12 | S19 --D--> S19 | S19 --E--> S18 | S19 --G--> S14 | S19 --L--> S12 | S27 --D--> S19 | S27 --E--> S25 | S27 --G--> S14 | S27 --L--> S12 | S14 --D--> S19 | S14 --E--> S18 | S14 --G--> S14 | S14 --L--> S12 | S12 --D--> S7 | S12 --I--> S5 | S12 --K--> S8 | S12 --L--> S3 | S20 --C--> S20 | S20 --D--> S0 | S20 --I--> S15 | S20 --J--> S21 | S21 --C--> S20 | S21 --D--> S0 | S21 --I--> S15 | S21 --J--> S21 | S15 --C--> S20 | S15 --D--> S0 | S15 --I--> S15 | S15 --J--> S21 | S0 --E--> S1 | S1 --E--> S2,
(((E|J)*K((D|L)))*|((C|E)*))*,C D E J K L,S7 S4 S5 S6 S3,S0 S1 S2 S3 S4 S5 S6 S7,S7 --C--> S6 | S7 --E--> S7 | S7 --J--> S2 | S7 --K--> S0 | S1 --E--> S1 | S1 --J--> S2 | S1 --K--> S0 | S2 --E--> S1 | S2 --J--> S2 | S2 --K--> S0 | S4 --C--> S6 | S4 --E--> S7 | S4 --J--> S2 | S4 --K--> S0 | S5 --C--> S6 | S5 --E--> S7 | S5 --J--> S2 | S5 --K--> S0 | S6 --C--> S6 | S6 --E--> S7 | S6 --J--> S2 | S6 --K--> S0 | S3 --C--> S6 | S3 --E--> S7 | S3 --J--> S2 | S3 --K--> S0 | S0 --D--> S4 | S0 --L--> S5,
(((I|A|B)*)|(((B|F|G|J)*F((D|F|C)))*))*,A B C D F G I J,S6 S7 S9 S10 S8 S5 S4,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S6 --A--> S7 | S6 --B--> S9 | S6 --F--> S3 | S6 --G--> S1 | S6 --I--> S6 | S6 --J--> S0 | S7 --A--> S7 | S7 --B--> S9 | S7 --F--> S3 | S7 --G--> S1 | S7 --I--> S6 | S7 --J--> S0 | S9 --A--> S7 | S9 --B--> S9 | S9 --F--> S3 | S9 --G--> S1 | S9 --I--> S6 | S9 --J--> S0 | S10 --A--> S7 | S10 --B--> S9 | S10 --C--> S5 | S10 --D--> S8 | S10 --F--> S10 | S10 --G--> S1 | S10 --I--> S6 | S10 --J--> S0 | S8 --A--> S7 | S8 --B--> S9 | S8 --F--> S3 | S8 --G--> S1 | S8 --I--> S6 | S8 --J--> S0 | S5 --A--> S7 | S5 --B--> S9 | S5 --F--> S3 | S5 --G--> S1 | S5 --I--> S6 | S5 --J--> S0 | S4 --A--> S7 | S4 --B--> S9 | S4 --F--> S3 | S4 --G--> S1 | S4 --I--> S6 | S4 --J--> S0 | S2 --B--> S2 | S2 --F--> S3 | S2 --G--> S1 | S2 --J--> S0 | S3 --B--> S2 | S3 --C--> S5 | S3 --D--> S8 | S3 --F--> S10 | S3 --G--> S1 | S3 --J--> S0 | S1 --B--> S2 | S1 --F--> S3 | S1 --G--> S1 | S1 --J--> S0 | S0 --B--> S2 | S0 --F--> S3 | S0 --G--> S1 | S0 --J--> S0,
((D|C)*G((A|B|K)))*((F|K|B|H)*C)*,A B C D F G H K,S8 S11 S12 S10 S9 S5,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S1 --C--> S2 | S1 --D--> S1 | S1 --G--> S0 | S2 --C--> S2 | S2 --D--> S1 | S2 --G--> S0 | S8 --B--> S4 | S8 --C--> S8 | S8 --D--> S1 | S8 --F--> S6 | S8 --G--> S0 | S8 --H--> S3 | S8 --K--> S7 | S11 --B--> S4 | S11 --C--> S8 | S11 --D--> S1 | S11 --F--> S6 | S11 --G--> S0 | S11 --H--> S3 | S11 --K--> S7 | S12 --B--> S4 | S12 --C--> S8 | S12 --D--> S1 | S12 --F--> S6 | S12 --G--> S0 | S12 --H--> S3 | S12 --K--> S7 | S10 --B--> S4 | S10 --C--> S8 | S10 --D--> S1 | S10 --F--> S6 | S10 --G--> S0 | S10 --H--> S3 | S10 --K--> S7 | S9 --B--> S4 | S9 --C--> S8 | S9 --D--> S1 | S9 --F--> S6 | S9 --G--> S0 | S9 --H--> S3 | S9 --K--> S7 | S0 --A--> S11 | S0 --B--> S12 | S0 --K--> S10 | S6 --B--> S4 | S6 --C--> S5 | S6 --F--> S6 | S6 --H--> S3 | S6 --K--> S7 | S7 --B--> S4 | S7 --C--> S5 | S7 --F--> S6 | S7 --H--> S3 | S7 --K--> S7 | S4 --B--> S4 | S4 --C--> S5 | S4 --F--> S6 | S4 --H--> S3 | S4 --K--> S7 | S3 --B--> S4 | S3 --C--> S5 | S3 --F--> S6 | S3 --H--> S3 | S3 --K--> S7 | S5 --B--> S4 | S5 --C--> S5 | S5 --F--> S6 | S5 --H--> S3 | S5 --K--> S7,
((((C|K|A)*C)*)|(((K|H)*E)*))*,A C E H K,S7 S5 S6,S0 S1 S2 S3 S4 S5 S6 S7,S7 --A--> S2 | S7 --C--> S7 | S7 --E--> S5 | S7 --H--> S1 | S7 --K--> S4 | S3 --A--> S2 | S3 --C--> S7 | S3 --K--> S3 | S4 --A--> S2 | S4 --C--> S7 | S4 --E--> S5 | S4 --H--> S1 | S4 --K--> S4 | S2 --A--> S2 | S2 --C--> S7 | S2 --K--> S3 | S5 --A--> S2 | S5 --C--> S7 | S5 --E--> S5 | S5 --H--> S1 | S5 --K--> S4 | S6 --A--> S2 | S6 --C--> S7 | S6 --E--> S5 | S6 --H--> S1 | S6 --K--> S4 | S0 --E--> S5 | S0 --H--> S1 | S0 --K--> S0 | S1 --E--> S5 | S1 --H--> S1 | S1 --K--> S0,
(F|E)*D((B|H|I)*F((A|E|L|F)))*,A B D E F H I L,S7 S10 S11 S9 S8,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S1 --D--> S7 | S1 --E--> S2 | S1 --F--> S1 | S2 --D--> S7 | S2 --E--> S2 | S2 --F--> S1 | S0 --D--> S7 | S0 --E--> S2 | S0 --F--> S1 | S7 --B--> S5 | S7 --F--> S3 | S7 --H--> S6 | S7 --I--> S4 | S5 --B--> S5 | S5 --F--> S3 | S5 --H--> S6 | S5 --I--> S4 | S6 --B--> S5 | S6 --F--> S3 | S6 --H--> S6 | S6 --I--> S4 | S4 --B--> S5 | S4 --F--> S3 | S4 --H--> S6 | S4 --I--> S4 | S10 --B--> S5 | S10 --F--> S3 | S10 --H--> S6 | S10 --I--> S4 | S11 --B--> S5 | S11 --F--> S3 | S11 --H--> S6 | S11 --I--> S4 | S9 --B--> S5 | S9 --F--> S3 | S9 --H--> S6 | S9 --I--> S4 | S8 --B--> S5 | S8 --F--> S3 | S8 --H--> S6 | S8 --I--> S4 | S3 --A--> S10 | S3 --E--> S11 | S3 --F--> S8 | S3 --L--> S9,
B(D|F)*E|((J|C|E)*H)*|G(I|J)*I|(E|K)*,B C D E F G H I J K,S14 S0 S13 S12 S11 S6 S7,S0 S1 S10 S11 S12 S13 S14 S2 S3 S4 S5 S6 S7 S8 S9,S14 --B--> S1 | S14 --C--> S10 | S14 --E--> S13 | S14 --G--> S4 | S14 --H--> S12 | S14 --J--> S9 | S14 --K--> S7 | S1 --D--> S2 | S1 --E--> S0 | S1 --F--> S3 | S2 --D--> S2 | S2 --E--> S0 | S2 --F--> S3 | S3 --D--> S2 | S3 --E--> S0 | S3 --F--> S3 | S9 --C--> S10 | S9 --E--> S8 | S9 --H--> S12 | S9 --J--> S9 | S10 --C--> S10 | S10 --E--> S8 | S10 --H--> S12 | S10 --J--> S9 | S8 --C--> S10 | S8 --E--> S8 | S8 --H--> S12 | S8 --J--> S9 | S13 --C--> S10 | S13 --E--> S13 | S13 --H--> S12 | S13 --J--> S9 | S13 --K--> S7 | S12 --C--> S10 | S12 --E--> S8 | S12 --H--> S12 | S12 --J--> S9 | S4 --I--> S11 | S4 --J--> S5 | S11 --I--> S11 | S11 --J--> S5 | S5 --I--> S11 | S5 --J--> S5 | S6 --E--> S6 | S6 --K--> S7 | S7 --E--> S6 | S7 --K--> S7,
